stamp,gnss_x,gnss_y,gnss_z,gnss_roll,gnss_pitch,gnss_yaw,gnss_map_vx,gnss_map_vy,gnss_map_vz,gnss_base_vx,gnss_base_vy,gnss_base_vz,gnss_status,gnss_fsm_status,gnss_original_status
1716181090.151553,1001.401664,565.097769,-0.001191,0.022904,-0.004732,0.002057,-0.000727,0.000045,-0.001200,-0.000705,0.000014,-0.001214,1,1,1
1716181090.351542,1001.401511,565.097814,-0.001167,0.022932,-0.004726,0.002045,-0.000953,0.000610,-0.001600,-0.000926,0.000568,-0.001631,1,1,1
1716181090.551528,1001.401618,565.097958,-0.001160,0.022942,-0.004723,0.002040,-0.000617,0.000479,-0.001800,-0.000586,0.000434,-0.001821,1,1,1
1716181090.751528,1001.401760,565.098114,-0.001145,0.022928,-0.004743,0.002035,-0.000650,0.000164,-0.001100,-0.000631,0.000136,-0.001115,1,1,1
1716181090.951523,1001.401928,565.098294,-0.001176,0.022910,-0.004737,0.002016,-0.000605,0.000891,-0.001100,-0.000589,0.000862,-0.001131,1,1,1
1716181091.151576,1001.401905,565.098498,-0.001131,0.022934,-0.004748,0.002031,-0.000474,0.001227,-0.000700,-0.000467,0.001208,-0.000736,1,1,1
1716181091.351596,1001.401869,565.098717,-0.001146,0.022945,-0.004730,0.002035,0.000219,0.000867,-0.000900,0.000231,0.000848,-0.000915,1,1,1
1716181091.551588,1001.402756,565.098543,-0.001151,0.022951,-0.004722,0.002033,0.000674,0.000660,-0.000300,0.000676,0.000656,-0.000303,1,1,1
1716181091.751584,1001.403579,565.098304,-0.001161,0.022953,-0.004714,0.002032,0.000770,-0.000241,0.000500,0.000761,-0.000225,0.000519,1,1,1
1716181091.951754,1001.404429,565.098032,-0.001146,0.022958,-0.004721,0.002021,0.001713,-0.000340,0.000700,0.001701,-0.000315,0.000739,1,1,1
1716181092.151809,1001.405000,565.097829,-0.001160,0.022953,-0.004714,0.001992,0.002070,-0.000569,-0.000100,0.002075,-0.000560,-0.000049,1,1,1
1716181092.351880,1001.405426,565.097749,-0.001163,0.022964,-0.004705,0.001992,0.002027,-0.000374,-0.000100,0.002031,-0.000365,-0.000054,1,1,1
1716181092.551848,1001.405213,565.097466,-0.001110,0.022987,-0.004722,0.002002,0.001994,-0.000688,-0.000300,0.002003,-0.000684,-0.000248,1,1,1
1716181092.751817,1001.404984,565.097250,-0.001119,0.022979,-0.004722,0.002035,0.001549,-0.000991,-0.000700,0.001566,-0.000998,-0.000649,1,1,1
1716181092.951792,1001.404760,565.096943,-0.001160,0.022966,-0.004705,0.002031,0.001353,-0.001034,-0.000900,0.001375,-0.001047,-0.000851,1,1,1
1716181093.151819,1001.404829,565.096682,-0.001169,0.022956,-0.004706,0.002036,0.001308,-0.001760,-0.000300,0.001322,-0.001760,-0.000236,1,1,1
1716181093.351800,1001.404995,565.096335,-0.001140,0.022970,-0.004715,0.002038,0.001005,-0.001315,-0.000500,0.001021,-0.001321,-0.000451,1,1,1
1716181093.551776,1001.404327,565.096001,-0.001108,0.022980,-0.004728,0.002045,0.000570,-0.002127,0.000000,0.000580,-0.002124,0.000059,1,1,1
1716181093.751761,1001.403646,565.095592,-0.001098,0.022997,-0.004722,0.002045,0.000091,-0.002744,0.001100,0.000084,-0.002718,0.001164,1,1,1
1716181093.951749,1001.402982,565.095099,-0.001108,0.022985,-0.004724,0.002024,-0.000767,-0.003035,0.000500,-0.000761,-0.003027,0.000555,1,1,1
1716181094.151757,1001.402667,565.094637,-0.001084,0.022993,-0.004734,0.002036,-0.000841,-0.002232,0.001300,-0.000854,-0.002206,0.001335,1,1,1
1716181094.351734,1001.402552,565.094103,-0.001060,0.023004,-0.004741,0.002039,-0.000636,-0.002699,0.001400,-0.000648,-0.002670,0.001450,1,1,1
1716181094.551709,1001.402165,565.095249,-0.001092,0.022983,-0.004736,0.002060,-0.001003,-0.001961,0.001900,-0.001028,-0.001922,0.001926,1,1,1
1716181094.751697,1001.401755,565.096302,-0.001101,0.022971,-0.004740,0.002052,-0.001770,-0.000798,0.002300,-0.001808,-0.000755,0.002285,1,1,1
1716181094.951697,1001.401281,565.097391,-0.001101,0.022960,-0.004748,0.002049,-0.001899,-0.000212,0.002800,-0.001949,-0.000158,0.002769,1,1,1
1716181095.151700,1001.400822,565.097754,-0.001113,0.022949,-0.004749,0.002073,-0.002299,0.000212,0.002500,-0.002345,0.000257,0.002452,1,1,1
1716181095.351698,1001.400532,565.097720,-0.001072,0.022977,-0.004754,0.002062,-0.002213,-0.000179,0.002800,-0.002263,-0.000126,0.002762,1,1,1
1716181095.551678,1001.401391,565.097600,-0.001071,0.022995,-0.004741,0.002093,-0.001325,-0.000496,0.003100,-0.001379,-0.000432,0.003086,1,1,1
1716181095.751658,1001.402299,565.097293,-0.001091,0.022979,-0.004739,0.002099,-0.000860,-0.001213,0.003400,-0.000916,-0.001139,0.003411,1,1,1
1716181095.951651,1001.403218,565.097009,-0.001049,0.023001,-0.004750,0.002088,0.000160,-0.001194,0.003500,0.000101,-0.001112,0.003529,1,1,1
1716181096.151784,1001.403549,565.096671,-0.001081,0.022992,-0.004737,0.002085,0.000246,-0.001584,0.003600,0.000187,-0.001500,0.003639,1,1,1
1716181096.351768,1001.403594,565.096384,-0.001076,0.022984,-0.004746,0.002091,0.000115,-0.001920,0.003100,0.000067,-0.001848,0.003145,1,1,1
1716181096.551769,1001.403853,565.096692,-0.001153,0.022963,-0.004712,0.002092,0.000279,-0.001270,0.003500,0.000220,-0.001188,0.003533,1,1,1
1716181096.751751,1001.404246,565.097171,-0.001163,0.022974,-0.004697,0.002071,0.001103,-0.001293,0.003200,0.001050,-0.001214,0.003248,1,1,1
1716181096.951731,1001.404687,565.097625,-0.001175,0.022979,-0.004686,0.002073,0.001756,-0.000536,0.003100,0.001701,-0.000456,0.003143,1,1,1
1716181097.151748,1001.405083,565.097672,-0.001183,0.022962,-0.004693,0.002064,0.001842,-0.000927,0.002500,0.001800,-0.000860,0.002554,1,1,1
1716181097.351728,1001.405466,565.097537,-0.001163,0.022973,-0.004698,0.002081,0.002037,-0.000884,0.002300,0.001998,-0.000820,0.002357,1,1,1
1716181097.551728,1001.405034,565.097653,-0.001182,0.022971,-0.004687,0.002079,0.001820,-0.000829,0.001600,0.001794,-0.000783,0.001652,1,1,1
1716181097.751710,1001.404598,565.097749,-0.001171,0.022967,-0.004697,0.002074,0.001301,-0.000329,0.001600,0.001273,-0.000285,0.001631,1,1,1
1716181097.951688,1001.404149,565.097763,-0.001104,0.022980,-0.004731,0.002072,0.000920,-0.000924,0.001000,0.000906,-0.000896,0.001038,1,1,1
1716181098.151712,1001.404168,565.097581,-0.001057,0.023008,-0.004739,0.002067,0.000929,-0.001434,0.000600,0.000925,-0.001415,0.000650,1,1,1
1716181098.351699,1001.404344,565.097303,-0.001022,0.023012,-0.004760,0.002079,0.000886,-0.001239,0.001100,0.000872,-0.001209,0.001144,1,1,1
1716181098.551720,1001.404280,565.096940,-0.001019,0.023017,-0.004757,0.002093,0.000658,-0.001596,0.001600,0.000636,-0.001556,0.001648,1,1,1
1716181098.751703,1001.404192,565.096485,-0.001015,0.023023,-0.004756,0.002093,0.000624,-0.001911,0.001500,0.000606,-0.001872,0.001555,1,1,1
1716181098.951681,1001.404100,565.096006,-0.000999,0.023043,-0.004751,0.002101,0.000808,-0.002280,0.001300,0.000795,-0.002245,0.001367,1,1,1
1716181099.151666,1001.404230,565.095466,-0.001000,0.023042,-0.004751,0.002108,0.000817,-0.002790,0.001000,0.000812,-0.002762,0.001079,1,1,1
1716181099.351646,1001.404409,565.094953,-0.000982,0.023059,-0.004750,0.002117,0.001230,-0.002801,0.001200,0.001221,-0.002767,0.001286,1,1,1
1716181099.551637,1001.404822,565.095247,-0.000967,0.023052,-0.004764,0.002092,0.001556,-0.002423,0.001100,0.001547,-0.002389,0.001184,1,1,1
1716181099.751636,1001.405232,565.095543,-0.000974,0.023055,-0.004758,0.002101,0.001675,-0.002499,0.001400,0.001661,-0.002457,0.001487,1,1,1
1716181099.951627,1001.405654,565.095803,-0.000978,0.023064,-0.004748,0.002081,0.001958,-0.001925,0.001300,0.001943,-0.001884,0.001380,1,1,1
1716181100.151671,1001.406089,565.095552,-0.000962,0.023070,-0.004754,0.002079,0.002273,-0.001958,0.001000,0.002264,-0.001923,0.001086,1,1,1
1716181100.351672,1001.406573,565.095108,-0.000972,0.023056,-0.004758,0.002081,0.002402,-0.002544,0.001200,0.002391,-0.002503,0.001302,1,1,1
1716181100.551672,1001.406182,565.095716,-0.000986,0.023039,-0.004762,0.002098,0.002154,-0.001882,0.001300,0.002139,-0.001840,0.001382,1,1,1
1716181100.751657,1001.405911,565.096243,-0.000936,0.023044,-0.004791,0.002104,0.002056,-0.001903,0.001100,0.002045,-0.001867,0.001181,1,1,1
1716181100.951636,1001.405653,565.096721,-0.000930,0.023041,-0.004797,0.002108,0.002025,-0.001296,0.001400,0.002005,-0.001253,0.001466,1,1,1
1716181101.151621,1001.405841,565.096691,-0.000905,0.023056,-0.004802,0.002101,0.001570,-0.001089,0.001100,0.001555,-0.001055,0.001153,1,1,1
1716181101.351609,1001.406114,565.096447,-0.000935,0.023065,-0.004776,0.002108,0.001320,-0.001348,0.001600,0.001297,-0.001304,0.001654,1,1,1
1716181101.551601,1001.405647,565.096477,-0.000949,0.023052,-0.004776,0.002103,0.000646,-0.002008,0.001900,0.000620,-0.001961,0.001957,1,1,1
1716181101.751587,1001.404874,565.096569,-0.000943,0.023045,-0.004786,0.002091,0.000570,-0.002127,0.001900,0.000545,-0.002080,0.001958,1,1,1
1716181101.951577,1001.404033,565.096672,-0.000984,0.023024,-0.004775,0.002089,-0.000536,-0.001756,0.001600,-0.000557,-0.001721,0.001630,1,1,1
1716181102.151572,1001.403715,565.096435,-0.001007,0.023016,-0.004766,0.002075,-0.000688,-0.001994,0.001200,-0.000701,-0.001970,0.001233,1,1,1
1716181102.351587,1001.403556,565.096031,-0.001012,0.023023,-0.004757,0.002078,-0.000634,-0.001777,0.001700,-0.000656,-0.001741,0.001729,1,1,1
1716181102.551575,1001.403185,565.095905,-0.001025,0.023047,-0.004731,0.002075,-0.001222,-0.002828,0.001600,-0.001237,-0.002797,0.001642,1,1,1
1716181102.751586,1001.402743,565.095744,-0.001036,0.023044,-0.004726,0.002085,-0.001286,-0.002535,0.001600,-0.001303,-0.002504,0.001634,1,1,1
1716181102.951621,1001.402309,565.095509,-0.001021,0.023048,-0.004733,0.002071,-0.001548,-0.003207,0.001100,-0.001553,-0.003189,0.001145,1,1,1
1716181103.151634,1001.402043,565.094965,-0.001017,0.023043,-0.004739,0.002066,-0.001191,-0.003435,0.001700,-0.001205,-0.003402,0.001757,1,1,1
1716181103.351624,1001.401780,565.094235,-0.001009,0.023035,-0.004751,0.002077,-0.001322,-0.003771,0.001700,-0.001335,-0.003738,0.001762,1,1,1
1716181103.551612,1001.402216,565.094461,-0.000995,0.023033,-0.004761,0.002092,-0.000531,-0.004110,0.002000,-0.000548,-0.004065,0.002084,1,1,1
1716181103.751600,1001.402665,565.094610,-0.001006,0.023023,-0.004761,0.002104,-0.000943,-0.004098,0.001300,-0.000947,-0.004072,0.001376,1,1,1
1716181103.951594,1001.403124,565.094671,-0.001025,0.023006,-0.004763,0.002084,-0.000204,-0.003731,0.001700,-0.000218,-0.003692,0.001781,1,1,1
1716181104.151663,1001.403284,565.094106,-0.000986,0.023001,-0.004792,0.002075,0.000174,-0.004057,0.001700,0.000163,-0.004016,0.001796,1,1,1
1716181104.351646,1001.403300,565.093247,-0.000962,0.023028,-0.004787,0.002093,-0.000173,-0.004338,0.000800,-0.000167,-0.004320,0.000896,1,1,1
1716181104.551636,1001.402881,565.094041,-0.000978,0.023014,-0.004787,0.002095,-0.000574,-0.003914,0.001600,-0.000584,-0.003879,0.001679,1,1,1
1716181104.751662,1001.402499,565.094617,-0.000973,0.022994,-0.004805,0.002090,-0.000617,-0.003719,0.001100,-0.000619,-0.003696,0.001174,1,1,1
1716181104.951642,1001.402025,565.095192,-0.000992,0.022985,-0.004799,0.002113,-0.001288,-0.003457,0.001000,-0.001290,-0.003440,0.001055,1,1,1
1716181105.151643,1001.401634,565.094838,-0.000986,0.022975,-0.004812,0.002112,-0.001982,-0.003097,0.001000,-0.001985,-0.003084,0.001035,1,1,1
1716181105.351630,1001.401215,565.094207,-0.000962,0.022997,-0.004810,0.002134,-0.002113,-0.003433,0.000700,-0.002109,-0.003427,0.000740,1,1,1
1716181105.551612,1001.401974,565.094614,-0.000970,0.022990,-0.004810,0.002108,-0.001960,-0.003195,0.001000,-0.001963,-0.003181,0.001037,1,1,1
1716181105.751601,1001.402604,565.094975,-0.001010,0.022962,-0.004806,0.002093,-0.001655,-0.002718,0.000900,-0.001659,-0.002706,0.000932,1,1,1
1716181105.951590,1001.403093,565.095407,-0.001038,0.022959,-0.004790,0.002096,-0.001622,-0.002404,0.001500,-0.001638,-0.002377,0.001525,1,1,1
1716181106.151601,1001.403036,565.095161,-0.001057,0.022970,-0.004769,0.002090,-0.001622,-0.002404,0.002000,-0.001647,-0.002366,0.002025,1,1,1
1716181106.351587,1001.402758,565.094640,-0.001014,0.022988,-0.004783,0.002089,-0.001157,-0.003121,0.001900,-0.001177,-0.003083,0.001950,1,1,1
1716181106.551584,1001.402463,565.094854,-0.001049,0.022977,-0.004769,0.002094,-0.001603,-0.003424,0.002100,-0.001625,-0.003383,0.002148,1,1,1
1716181106.751572,1001.402168,565.094900,-0.001061,0.022965,-0.004770,0.002082,-0.001624,-0.003326,0.002100,-0.001647,-0.003285,0.002146,1,1,1
1716181106.951563,1001.401855,565.094900,-0.001066,0.022969,-0.004764,0.002069,-0.001832,-0.003781,0.001400,-0.001839,-0.003757,0.001453,1,1,1
1716181107.151567,1001.401493,565.094261,-0.001037,0.022977,-0.004776,0.002051,-0.001941,-0.004214,0.001700,-0.001952,-0.004185,0.001761,1,1,1
1716181107.351566,1001.401099,565.093440,-0.001052,0.022965,-0.004776,0.002074,-0.001779,-0.004486,0.002200,-0.001798,-0.004444,0.002269,1,1,1
1716181107.551569,1001.401253,565.093736,-0.001090,0.022938,-0.004772,0.002078,-0.002027,-0.003824,0.001500,-0.002036,-0.003799,0.001550,1,1,1
1716181107.751565,1001.401459,565.094220,-0.001097,0.022911,-0.004788,0.002075,-0.001896,-0.003488,0.001200,-0.001901,-0.003469,0.001245,1,1,1
1716181107.951556,1001.401622,565.094780,-0.001092,0.022912,-0.004791,0.002090,-0.001753,-0.002740,0.001100,-0.001760,-0.002723,0.001130,1,1,1
1716181108.151552,1001.401410,565.094600,-0.001092,0.022900,-0.004800,0.002108,-0.001622,-0.002404,0.000900,-0.001627,-0.002391,0.000925,1,1,1
1716181108.351541,1001.401025,565.094077,-0.001113,0.022891,-0.004793,0.002106,-0.002284,-0.002652,0.000700,-0.002284,-0.002647,0.000719,1,1,1
1716181108.551523,1001.401335,565.094304,-0.001133,0.022870,-0.004796,0.002101,-0.001763,-0.002230,0.000600,-0.001763,-0.002225,0.000619,1,1,1
1716181108.751523,1001.401707,565.094667,-0.001092,0.022885,-0.004811,0.002115,-0.001970,-0.002685,0.000100,-0.001959,-0.002692,0.000125,1,1,1
1716181108.951514,1001.402031,565.094977,-0.001105,0.022873,-0.004812,0.002107,-0.001686,-0.002111,0.000700,-0.001689,-0.002103,0.000717,1,1,1
1716181109.151563,1001.401813,565.094781,-0.001105,0.022876,-0.004810,0.002126,-0.001958,-0.002273,0.000600,-0.001958,-0.002269,0.000616,1,1,1
1716181109.351551,1001.401422,565.094332,-0.001127,0.022854,-0.004812,0.002117,-0.001937,-0.002371,0.000700,-0.001938,-0.002364,0.000719,1,1,1
1716181109.551560,1001.401799,565.095184,-0.001102,0.022852,-0.004830,0.002113,-0.001522,-0.001461,0.000100,-0.001517,-0.001466,0.000106,1,1,1
1716181109.751546,1001.402189,565.096087,-0.001091,0.022855,-0.004834,0.002095,-0.001456,-0.000832,-0.000200,-0.001448,-0.000843,-0.000207,1,1,1
1716181109.951579,1001.402545,565.096958,-0.001132,0.022849,-0.004812,0.002074,-0.000912,-0.000508,0.000200,-0.000913,-0.000508,0.000195,1,1,1
1716181110.151594,1001.402449,565.097185,-0.001170,0.022841,-0.004793,0.002075,-0.001563,-0.000343,0.000200,-0.001564,-0.000347,0.000179,1,1,1
1716181110.351582,1001.402117,565.097233,-0.001180,0.022847,-0.004783,0.002078,-0.001658,0.000557,0.000400,-0.001668,0.000558,0.000357,1,1,1
1716181110.551695,1001.402528,565.097780,-0.001172,0.022851,-0.004785,0.002096,-0.001615,0.000362,0.000000,-0.001617,0.000353,-0.000038,1,1,1
1716181110.751674,1001.402942,565.098328,-0.001177,0.022847,-0.004785,0.002102,-0.001451,0.001012,-0.000400,-0.001448,0.000995,-0.000449,1,1,1
1716181110.951661,1001.403285,565.098861,-0.001194,0.022849,-0.004772,0.002111,-0.000996,0.000805,0.000500,-0.001009,0.000811,0.000463,1,1,1
1716181111.151649,1001.403178,565.099179,-0.001204,0.022825,-0.004784,0.002122,-0.001387,0.000719,0.000200,-0.001393,0.000716,0.000158,1,1,1
1716181111.367666,1001.402909,565.099423,-0.001253,0.022813,-0.004761,0.002109,-0.001394,0.002151,-0.000400,-0.001397,0.002134,-0.000474,1,1,1
1716181111.567653,1001.402419,565.099276,-0.001210,0.022814,-0.004788,0.002096,-0.001861,0.001946,-0.000700,-0.001857,0.001920,-0.000778,1,1,1
1716181111.767634,1001.401966,565.099204,-0.001219,0.022820,-0.004777,0.002080,-0.002175,0.001979,-0.000200,-0.002181,0.001963,-0.000285,1,1,1
1716181111.967615,1001.401426,565.099174,-0.001220,0.022813,-0.004782,0.002068,-0.002871,0.001417,-0.000400,-0.002870,0.001393,-0.000484,1,1,1
1716181112.167609,1001.400891,565.099407,-0.001210,0.022811,-0.004791,0.002051,-0.002664,0.001872,-0.000400,-0.002665,0.001849,-0.000491,1,1,1
1716181112.367594,1001.400467,565.099713,-0.001229,0.022798,-0.004789,0.002062,-0.002544,0.001796,-0.000500,-0.002543,0.001771,-0.000587,1,1,1
1716181112.567579,1001.400949,565.099533,-0.001220,0.022792,-0.004799,0.002071,-0.002251,0.001860,-0.001000,-0.002242,0.001825,-0.001083,1,1,1
1716181112.767564,1001.401452,565.099319,-0.001197,0.022815,-0.004796,0.002069,-0.001808,0.001241,-0.000600,-0.001803,0.001218,-0.000661,1,1,1
1716181112.967547,1001.401972,565.099110,-0.001202,0.022807,-0.004799,0.002070,-0.001537,0.001403,-0.000500,-0.001534,0.001383,-0.000560,1,1,1
1716181113.167534,1001.401859,565.099306,-0.001178,0.022814,-0.004809,0.002073,-0.001287,0.001663,-0.001000,-0.001276,0.001633,-0.001061,1,1,1
1716181113.367522,1001.401563,565.099667,-0.001152,0.022809,-0.004830,0.002081,-0.001415,0.002249,-0.000600,-0.001415,0.002227,-0.000677,1,1,1
1716181113.567585,1001.401980,565.099461,-0.001159,0.022814,-0.004822,0.002060,-0.001699,0.001675,-0.000700,-0.001694,0.001649,-0.000769,1,1,1
1716181113.767598,1001.402288,565.099309,-0.001182,0.022806,-0.004812,0.002065,-0.001742,0.001870,-0.000700,-0.001738,0.001844,-0.000774,1,1,1
1716181113.967625,1001.402527,565.099195,-0.001152,0.022821,-0.004821,0.002081,-0.001916,0.001729,-0.000200,-0.001920,0.001714,-0.000274,1,1,1
1716181114.167616,1001.402263,565.099437,-0.001147,0.022815,-0.004828,0.002085,-0.001916,0.001729,-0.000600,-0.001913,0.001705,-0.000674,1,1,1
1716181114.367616,1001.402043,565.099722,-0.001180,0.022822,-0.004802,0.002104,-0.001785,0.002065,0.000700,-0.001807,0.002071,0.000620,1,1,1
1716181114.567633,1001.402375,565.099769,-0.001189,0.022821,-0.004796,0.002121,-0.001773,0.002477,0.000200,-0.001788,0.002472,0.000111,1,1,1
1716181114.767618,1001.402724,565.099808,-0.001196,0.022823,-0.004790,0.002114,-0.001675,0.002499,0.000300,-0.001692,0.002496,0.000212,1,1,1
1716181114.967607,1001.402980,565.099900,-0.001195,0.022830,-0.004786,0.002126,-0.001654,0.002401,0.000600,-0.001676,0.002406,0.000515,1,1,1
1716181115.167794,1001.402749,565.100348,-0.001232,0.022828,-0.004763,0.002129,-0.001501,0.002639,0.000400,-0.001521,0.002640,0.000312,1,1,1
1716181115.367779,1001.402548,565.100603,-0.001199,0.022843,-0.004773,0.002128,-0.001437,0.002346,0.001400,-0.001473,0.002370,0.001320,1,1,1
1716181115.567758,1001.402679,565.100272,-0.001203,0.022860,-0.004758,0.002111,-0.001458,0.002444,0.001600,-0.001499,0.002472,0.001517,1,1,1
1716181115.767745,1001.402781,565.099922,-0.001179,0.022862,-0.004772,0.002107,-0.001341,0.001446,0.000900,-0.001365,0.001459,0.000842,1,1,1
1716181115.967727,1001.402916,565.099549,-0.001172,0.022880,-0.004763,0.002092,-0.000908,0.001336,0.000900,-0.000931,0.001352,0.000853,1,1,1
1716181116.167781,1001.402756,565.099566,-0.001158,0.022883,-0.004770,0.002095,-0.001051,0.000588,0.000500,-0.001062,0.000594,0.000467,1,1,1
1716181116.367758,1001.402714,565.099619,-0.001157,0.022874,-0.004778,0.002091,-0.000562,0.000696,0.000400,-0.000573,0.000702,0.000374,1,1,1
1716181116.567734,1001.403066,565.099366,-0.001181,0.022857,-0.004775,0.002103,-0.000248,0.000662,0.000300,-0.000256,0.000668,0.000280,1,1,1
1716181116.767712,1001.403358,565.099123,-0.001207,0.022850,-0.004763,0.002134,-0.000422,0.000522,-0.000300,-0.000419,0.000513,-0.000319,1,1,1
1716181116.967687,1001.403685,565.098868,-0.001204,0.022877,-0.004744,0.002137,-0.000291,0.000858,-0.000200,-0.000291,0.000851,-0.000225,1,1,1
1716181117.167674,1001.403688,565.098908,-0.001227,0.022865,-0.004738,0.002144,-0.000422,0.000522,-0.000300,-0.000419,0.000513,-0.000319,1,1,1
1716181117.367658,1001.403644,565.099017,-0.001227,0.022865,-0.004738,0.002155,0.000164,0.000650,0.000100,0.000159,0.000653,0.000088,1,1,1
1716181117.567638,1001.403731,565.098920,-0.001236,0.022861,-0.004736,0.002141,-0.000074,0.000803,0.000000,-0.000078,0.000802,-0.000020,1,1,1
1716181117.767641,1001.403829,565.098875,-0.001246,0.022840,-0.004745,0.002159,0.000186,0.000553,0.000600,0.000172,0.000567,0.000591,1,1,1
1716181117.967621,1001.404032,565.098810,-0.001234,0.022854,-0.004742,0.002160,0.000619,0.000443,0.000500,0.000608,0.000458,0.000501,1,1,1
1716181118.167615,1001.404178,565.098800,-0.001253,0.022841,-0.004740,0.002131,0.000262,0.000672,0.000300,0.000253,0.000680,0.000289,1,1,1
1716181118.367599,1001.404246,565.098884,-0.001263,0.022830,-0.004742,0.002150,0.000338,0.000791,0.000700,0.000322,0.000808,0.000688,1,1,1
1716181118.567581,1001.404464,565.098758,-0.001256,0.022827,-0.004748,0.002165,0.000686,0.001072,0.000800,0.000666,0.001093,0.000788,1,1,1
1716181118.767677,1001.404718,565.098642,-0.001226,0.022826,-0.004769,0.002173,0.001022,0.000941,0.000300,0.001012,0.000953,0.000297,1,1,1
1716181118.967656,1001.404992,565.098506,-0.001251,0.022832,-0.004747,0.002163,0.000729,0.000877,0.000000,0.000725,0.000880,-0.000007,1,1,1
1716181119.167647,1001.405118,565.098637,-0.001282,0.022822,-0.004735,0.002179,0.000491,0.001029,0.000200,0.000482,0.001036,0.000185,1,1,1
1716181119.367631,1001.405257,565.098792,-0.001291,0.022811,-0.004738,0.002176,0.000793,0.000584,0.000700,0.000777,0.000604,0.000701,1,1,1
1716181119.567617,1001.404621,565.099310,-0.001274,0.022816,-0.004745,0.002179,-0.000050,0.001627,0.000200,-0.000061,0.001631,0.000162,1,1,1
1716181119.767602,1001.404023,565.099803,-0.001283,0.022822,-0.004735,0.002149,-0.000634,0.002420,-0.000300,-0.000640,0.002410,-0.000367,1,1,1
1716181119.967588,1001.403379,565.100370,-0.001288,0.022814,-0.004738,0.002134,-0.001013,0.002747,-0.000400,-0.001018,0.002732,-0.000481,1,1,1
1716181120.167575,1001.403048,565.100938,-0.001278,0.022805,-0.004751,0.002108,-0.001337,0.003290,-0.000200,-0.001349,0.003277,-0.000299,1,1,1
1716181120.367561,1001.402840,565.101507,-0.001275,0.022805,-0.004753,0.002116,-0.000968,0.003473,-0.000400,-0.000977,0.003458,-0.000497,1,1,1
1716181120.567560,1001.403158,565.101232,-0.001262,0.022824,-0.004747,0.002134,-0.000677,0.002616,-0.000500,-0.000680,0.002600,-0.000572,1,1,1
1716181120.767545,1001.403508,565.100956,-0.001267,0.022835,-0.004735,0.002126,-0.000546,0.002952,-0.000500,-0.000551,0.002937,-0.000577,1,1,1
1716181120.967538,1001.403889,565.100693,-0.001284,0.022822,-0.004734,0.002108,-0.000112,0.002842,-0.000800,-0.000111,0.002823,-0.000866,1,1,1
1716181121.167550,1001.403966,565.101117,-0.001293,0.022822,-0.004728,0.002117,0.000300,0.002830,-0.000400,0.000294,0.002822,-0.000459,1,1,1
1716181121.367541,1001.404001,565.101545,-0.001314,0.022817,-0.004718,0.002123,0.000214,0.003221,-0.000900,0.000215,0.003201,-0.000969,1,1,1
1716181121.567542,1001.404068,565.100959,-0.001339,0.022818,-0.004701,0.002131,0.000300,0.002830,-0.000800,0.000301,0.002813,-0.000859,1,1,1
1716181121.767538,1001.404179,565.100463,-0.001364,0.022810,-0.004691,0.002152,0.000474,0.002971,-0.000600,0.000471,0.002959,-0.000659,1,1,1
1716181121.967524,1001.404335,565.099933,-0.001332,0.022824,-0.004702,0.002142,0.000319,0.001811,-0.000900,0.000327,0.001791,-0.000935,1,1,1
1716181122.167526,1001.404424,565.100217,-0.001354,0.022816,-0.004693,0.002176,0.000667,0.002092,-0.001400,0.000683,0.002063,-0.001435,1,1,1
1716181122.367520,1001.404531,565.100649,-0.001387,0.022805,-0.004681,0.002181,0.000743,0.002211,-0.001000,0.000751,0.002191,-0.001036,1,1,1
1716181122.567512,1001.404534,565.100338,-0.001378,0.022814,-0.004680,0.002179,0.000688,0.001994,-0.001400,0.000705,0.001965,-0.001432,1,1,1
1716181122.767509,1001.404552,565.100118,-0.001414,0.022808,-0.004660,0.002183,0.000569,0.002070,-0.001300,0.000583,0.002043,-0.001336,1,1,1
1716181122.967503,1001.404544,565.099894,-0.001389,0.022796,-0.004686,0.002193,0.000448,0.001225,-0.001000,0.000460,0.001204,-0.001019,1,1,1
1716181123.167518,1001.404616,565.100072,-0.001336,0.022823,-0.004699,0.002194,0.000460,0.001637,-0.001300,0.000476,0.001609,-0.001328,1,1,1
1716181123.367514,1001.404816,565.100299,-0.001383,0.022807,-0.004681,0.002183,0.001012,0.001451,-0.001400,0.001031,0.001424,-0.001414,1,1,1
1716181123.567535,1001.405402,565.100163,-0.001409,0.022795,-0.004673,0.002164,0.001555,0.001775,-0.001600,0.001576,0.001746,-0.001611,1,1,1
1716181123.767532,1001.406008,565.100078,-0.001402,0.022795,-0.004678,0.002149,0.002065,0.001785,-0.001200,0.002079,0.001767,-0.001202,1,1,1
1716181123.967518,1001.406675,565.100053,-0.001406,0.022802,-0.004671,0.002132,0.002294,0.002142,-0.001900,0.002318,0.002110,-0.001906,1,1,1
1716181124.167521,1001.407189,565.100399,-0.001375,0.022819,-0.004677,0.002128,0.002468,0.002283,-0.001500,0.002484,0.002261,-0.001506,1,1,1
1716181124.367509,1001.407548,565.100718,-0.001400,0.022802,-0.004674,0.002117,0.002804,0.002152,-0.001500,0.002821,0.002131,-0.001497,1,1,1
1716181124.567506,1001.407045,565.100673,-0.001366,0.022818,-0.004684,0.002122,0.002306,0.002554,-0.001800,0.002326,0.002524,-0.001815,1,1,1
