stamp,optimized_pose_x,optimized_pose_y,optimized_pose_yaw
1716109916.199755,890.972624,378.859671,1.577116
1716109916.899713,890.615411,381.882003,1.588556
1716109917.099699,890.709327,382.720651,1.591918
1716109917.299704,890.740421,383.560167,1.589081
1716109917.499755,890.742663,384.589723,1.571452
1716109917.699757,890.733608,385.374755,1.584975
1716109917.899703,890.694415,385.979450,1.582912
1716109918.099672,890.686525,386.729385,1.584035
1716109918.299648,890.834564,387.563248,1.579877
1716109918.499645,890.810483,388.437446,1.602555
1716109918.699701,890.721005,389.174381,1.597418
1716109918.799730,890.748860,389.528169,1.601977
1716109918.999750,890.732137,390.254860,1.596626
1716109919.199730,890.718416,390.973546,1.596298
1716109919.399735,890.869076,391.518008,1.583233
1716109919.599712,890.752296,392.133347,1.595646
1716109919.799678,890.749150,392.884116,1.585633
1716109919.999694,890.734168,393.432225,1.594669
1716109921.699706,890.661716,396.944024,1.595432
1716109921.899719,890.724294,397.271084,1.589926
1716109922.099745,890.718745,397.700690,1.587963
1716109922.299718,890.659209,398.120740,1.595919
1716109922.499690,890.598541,398.608167,1.593879
1716109922.699713,890.562990,399.104104,1.586572
1716109922.899741,890.553919,399.547703,1.591654
1716109922.999742,890.646778,399.786158,1.577250
1716109923.199754,890.538720,400.127900,1.601645
1716109923.399751,890.629012,400.593787,1.579773
1716109923.599722,890.624677,401.138832,1.591103
1716109923.799706,890.617980,401.589043,1.578750
1716109923.999710,890.700420,402.113963,1.583667
1716109924.199678,890.553952,402.640465,1.583078
1716109940.799750,891.043340,451.719243,1.590896
1716109940.999689,891.044491,452.065943,1.592474
1716109941.199660,890.962032,452.523561,1.590832
1716109941.399669,890.964744,452.978575,1.570458
1716109941.599663,890.970889,453.498740,1.561786
1716109941.799641,890.948800,454.025605,1.588049
1716109941.899648,890.959791,454.295786,1.625589
1716109942.099678,890.984896,454.847358,1.651804
1716109948.399755,890.798566,484.904812,1.577955
1716109948.599774,890.794797,485.918997,1.601080
1716109948.799748,890.782124,486.901089,1.592593
1716109948.999762,890.764297,487.871039,1.588855
1716109949.199766,890.750704,488.777908,1.584947
1716109949.399730,890.772909,489.689916,1.586875
1716109949.599684,890.760772,490.539385,1.591506
1716109949.799677,890.760278,491.378146,1.596473
1716109949.999721,890.730368,492.201398,1.591929
1716109950.199724,890.622219,492.991366,1.582559
1716109950.299712,890.588875,493.407723,1.587542
1716109950.499724,890.561516,494.187453,1.592473
1716109950.699745,890.583110,494.988837,1.595318
1716109950.899737,890.577555,495.771670,1.590200
1716109951.099734,890.589996,496.587364,1.586389
1716109951.299769,890.607360,497.357540,1.582754
1716109951.499739,890.615677,498.162582,1.581407
1716109951.699715,890.605667,498.910920,1.577969
1716109951.899717,890.606746,499.717593,1.588956
1716109952.099713,890.572746,500.517867,1.591398
1716109952.299682,890.566390,501.232829,1.588889
1716109952.399686,890.566507,501.657998,1.583783
1716109952.599684,890.425475,502.406321,1.604908
1716109952.799695,890.504882,503.274724,1.594915
1716109952.999744,890.508167,503.839642,1.599034
1716109953.199762,890.557232,504.395731,1.583253
1716109953.399734,890.560298,505.174092,1.599406
1716109953.599733,890.509072,505.631515,1.587233
1716109953.799737,890.644827,506.107657,1.579037
1716109953.999708,890.638397,506.556033,1.581579
1716109954.199660,890.489520,506.921212,1.597070
1716109954.399666,890.441523,507.118904,1.575419
1716109954.499679,890.515113,507.145830,1.576679
1716109954.699709,890.442118,507.540720,1.584527
1716109954.899733,890.407216,507.653353,1.566105
1716109955.099725,890.461134,507.823658,1.582159
1716109955.299733,890.456174,508.022100,1.574703
1716109955.499772,890.404035,508.228526,1.598191
1716109955.699773,890.387323,508.535891,1.572304
1716109955.899732,890.330468,508.790552,1.569613
1716109956.099677,890.314163,509.147851,1.563925
1716109956.299638,890.312376,509.591557,1.553291
1716110954.499697,890.592368,220.560737,1.599909
1716110954.699684,890.402824,221.015339,1.592767
1716110954.899690,890.462238,221.373458,1.580607
1716110955.099721,890.457582,221.768794,1.596444
1716110955.299780,890.497751,221.958628,1.599903
1716110955.499798,890.343160,222.141604,1.567763
1716110955.899672,890.344595,222.277095,1.589546
1716110956.099652,890.377627,222.598954,1.578038
1716110956.199648,890.468964,222.748851,1.570490
1716110956.399648,890.514702,223.103555,1.561434
1716110956.599677,890.432571,223.422690,1.585308
1716110956.799714,890.403010,223.870227,1.575075
1716110956.999714,890.347243,224.232248,1.582379
1716110957.199719,890.334627,224.561429,1.592385
1716110957.399750,890.492691,224.867070,1.585107
1716110957.599760,890.528955,225.185982,1.597226
1716110957.799717,890.522631,225.345903,1.588824
1716110957.999683,890.526262,225.563924,1.592878
1716110958.199655,890.399252,225.812956,1.584456
1716110958.299663,890.441242,225.876924,1.585484
1716110958.499687,890.531934,226.128171,1.581625
1716110958.699699,890.566557,226.395760,1.584744
1716110958.899687,890.611249,226.663257,1.591491
1716110959.099705,890.602627,226.963557,1.590682
1716110959.299764,890.487329,227.327072,1.584684
1716110959.499747,890.627372,227.690141,1.590806
1716110959.699683,890.628181,228.082217,1.589876
1716110959.899678,890.623880,228.515188,1.585763
1716110960.099679,890.512283,228.935541,1.583373
1716110960.299679,890.612527,229.425458,1.592801
1716110960.399677,890.610451,229.595612,1.587827
1716110960.599681,890.577377,230.197492,1.586166
1716110960.799704,890.571619,230.783683,1.590595
1716110960.999724,890.516055,231.326880,1.586016
1716110961.199744,890.660059,231.942048,1.594420
1716110961.399763,890.556303,232.540070,1.589760
1716110961.599739,890.454173,233.168106,1.588014
1716110961.799724,890.571077,233.870819,1.582308
1716110961.999715,890.603065,234.575016,1.587517
1716110962.199698,890.732592,235.249105,1.593269
1716110962.399682,890.705093,236.020611,1.590974
1716110962.499675,890.823775,236.439999,1.595467
1716110962.699693,890.751246,237.222456,1.590210
1716110962.899681,890.695059,238.039023,1.591322
1716110963.099700,890.718366,238.897966,1.589946
1716110963.299729,890.711629,239.662915,1.601002
1716110963.699739,890.646653,241.329031,1.572330
1716110963.899742,890.726565,242.190709,1.578074
1716110964.099698,890.753317,243.093155,1.585553
1716110964.299656,890.752566,243.994289,1.582586
1716110964.499658,890.779334,244.759871,1.586457
1716110964.599660,890.780553,245.165534,1.582159
1716110964.799642,890.775920,246.009875,1.570088
1716110964.999677,890.774088,246.872335,1.580106
1716110965.199731,890.777566,247.666434,1.587927
1716110965.399745,890.800706,248.539230,1.587382
1716110965.599746,890.785633,249.304564,1.591553
1716110965.799770,890.776066,250.127054,1.583618
1716110965.999763,890.809955,251.010647,1.588095
1716110966.199713,890.801035,251.787021,1.585555
1716110966.399672,890.803444,252.611635,1.579579
1716110966.599660,890.796013,253.489438,1.577378
1716110966.699656,890.804241,253.726006,1.581026
1716110966.899670,890.805188,254.340331,1.569311
1716110967.099707,890.819082,255.013296,1.583065
1716110967.299740,890.813646,255.660231,1.586316
1716110967.499783,890.811132,256.172148,1.581855
1716110967.699718,890.845244,256.700944,1.573410
1716110967.899612,890.840055,257.170802,1.570762
1716110968.099540,890.822442,257.636631,1.566396
1716110968.299560,890.840661,258.037828,1.580890
1716110968.499620,890.855130,258.406778,1.572080
1716110968.699639,890.845782,258.741236,1.583182
1716110968.799652,890.841060,258.862322,1.583741
1716110968.999652,890.831358,259.100956,1.578720
1716110969.199674,890.856246,259.318127,1.581076
1716110969.399687,890.852438,259.522477,1.583985
1716110969.599718,890.841744,259.747150,1.580303
1716110969.799732,890.840057,260.053460,1.580937
1716110969.999755,890.844328,260.375268,1.583280
1716110970.199771,890.833761,260.740652,1.585393
1716110970.399781,890.827343,261.114677,1.599621
1716110970.599775,890.823279,261.484496,1.580304
1716110970.799732,890.845481,261.868891,1.582192
1716110970.899729,890.832453,262.042731,1.581859
1716110971.099716,890.828861,262.376592,1.586685
1716110971.299708,890.827297,262.775643,1.580873
1716110972.299745,890.694515,264.979738,1.569696
1716110972.499745,890.728844,265.650365,1.566477
1716110972.699704,890.804989,266.222762,1.568328
1716110972.899650,890.809180,266.795493,1.571760
1716110972.999648,890.746159,267.235802,1.575788
1716110973.199642,890.701822,267.881117,1.593866
1716110973.399674,890.845488,268.418254,1.561025
1716110974.599666,891.017918,273.052909,1.570145
1716110974.799694,890.956479,273.736443,1.567718
1716110974.999727,890.916946,274.489106,1.577844
1716110975.099721,890.759484,274.810901,1.574829
1716110975.499715,890.962300,276.205082,1.587074
1716110975.699728,890.852450,276.878302,1.579109
1716110975.899690,890.800857,277.503392,1.574069
1716110976.099695,890.854536,278.181541,1.585382
1716110976.299721,890.892278,278.752142,1.582645
1716110976.499732,890.810680,279.325424,1.580828
1716110976.699742,890.806038,279.823456,1.583223
1716110976.899701,890.824548,280.230000,1.582202
1716110977.099644,890.835838,280.657893,1.583626
1716110977.199619,890.930769,280.826842,1.565429
1716110977.399637,890.855137,281.115490,1.579249
1716110977.599667,890.871955,281.379682,1.581453
1716110977.799636,890.851989,281.660651,1.581231
1716110977.999609,890.837697,281.955407,1.580552
1716110978.199630,890.873761,282.211493,1.588718
1716110978.399696,890.871715,282.459494,1.585098
1716110978.599762,890.863138,282.679536,1.581429
1716110978.799809,890.829902,282.939387,1.582967
1716110978.999755,890.914181,283.109904,1.581698
1716110979.199673,890.865029,283.340455,1.584562
1716110979.299638,890.861026,283.473932,1.583628
1716110979.499604,890.870603,283.784519,1.584478
1716110979.699570,890.853706,284.071612,1.585618
1716110979.899601,890.854387,284.401146,1.586506
1716110980.099673,890.829159,284.776177,1.584352
1716110980.299714,890.873983,285.197529,1.588532
1716110980.499753,890.897419,285.635601,1.592328
1716110980.699743,890.887612,286.096341,1.587127
1716110980.899665,890.751409,286.574724,1.592219
1716110981.099605,890.800564,287.091818,1.588545
1716110981.299621,890.897554,287.638121,1.592460
1716110981.399651,890.943843,287.909144,1.589903
1716110981.599647,890.844415,288.486865,1.587976
1716110981.799657,890.772328,289.099909,1.591182
1716110981.999698,890.897542,289.740558,1.598162
1716110982.199716,890.878051,290.399250,1.594994
1716110982.399712,890.700338,291.078921,1.587048
1716110982.599731,890.705364,291.793325,1.585344
1716110982.799746,890.692493,292.524379,1.590486
1716110982.999757,890.699592,293.332379,1.589731
1716110983.199760,890.793707,294.133644,1.591446
1716110983.399759,890.867190,294.933626,1.592058
1716110983.499736,890.821537,295.353976,1.588081
1716110983.699680,890.740592,296.235982,1.587348
1716110983.899664,890.812274,297.166297,1.587411
1716110984.099681,890.813057,298.037635,1.587829
1716110984.299716,890.755871,299.008836,1.589289
1716110984.499734,890.791528,299.847885,1.587395
1716110984.699742,890.754608,300.766778,1.580308
1716110984.899725,890.775300,301.596223,1.567246
1716110985.099690,890.763337,302.495553,1.589841
1716110985.299699,890.772974,303.341077,1.593725
1716110985.499696,890.771537,304.247309,1.589783
1716110985.599698,890.754306,304.663241,1.586817
1716110985.799674,890.750795,305.536435,1.585219
1716110985.999696,890.794858,306.293990,1.587281
1716110986.199696,890.796820,306.928658,1.589515
1716110986.399683,890.793880,307.732330,1.592310
1716110986.599690,890.786313,308.617573,1.596447
1716110986.799742,890.787485,309.433743,1.584063
1716110986.999783,890.778254,310.128377,1.590964
1716110987.199748,890.756496,311.073373,1.594466
1716110987.399713,890.726557,311.802201,1.589753
1716110987.599691,890.763785,312.595011,1.580108
1716110987.699704,890.769468,313.025797,1.585388
1716110987.899708,890.796266,313.688302,1.584163
1716110988.099703,890.775044,314.360323,1.586205
1716110988.299731,890.753441,315.053168,1.586416
1716110988.499735,890.750797,315.694931,1.576111
1716110988.699726,890.745798,316.436506,1.580038
1716110988.899704,890.888342,317.218567,1.569015
1716110989.099718,890.935407,317.856906,1.568824
1716110989.299760,890.912141,318.538344,1.566702
1716110989.499754,890.901069,319.204579,1.585762
1716110989.699733,890.898510,319.909676,1.573802
1716110989.999684,890.625542,320.918366,1.581457
1716110990.199663,890.568153,321.639339,1.574860
1716110990.399680,890.577301,322.735649,1.590733
1716110990.599732,890.679922,323.495659,1.593505
1716110990.799729,890.664313,324.408256,1.594669
1716110990.999723,890.652668,325.164018,1.587509
1716110991.199680,890.704240,325.914582,1.579472
1716110991.399623,890.673433,326.618674,1.593602
1716110991.599655,890.625491,327.264715,1.587457
1716110991.799743,890.609665,328.112791,1.590156
1716110991.899771,890.616846,328.391067,1.587596
1716110992.099770,890.582803,329.083788,1.585713
1716110992.299720,890.571943,329.830358,1.591460
1716110992.499658,890.569084,330.547465,1.591093
1716110993.299667,890.965647,333.230407,1.601334
1716110993.499684,890.843177,333.588027,1.588812
1716110993.699715,890.750178,334.083939,1.587921
1716110993.899703,890.747437,334.491092,1.584376
1716110993.999711,890.745097,334.648472,1.589274
1716110994.199739,890.729049,335.134532,1.590422
1716110994.399755,890.597964,335.466848,1.594558
1716110994.599781,890.824905,335.809984,1.579534
1716110994.799768,890.871424,335.922064,1.585311
1716110994.999761,890.868579,336.194637,1.581322
1716110995.199713,890.865691,336.272050,1.592844
1716110995.399685,890.628241,336.493196,1.582494
1716110995.599710,890.481010,336.799671,1.588993
1716110995.799754,890.668777,337.058801,1.585134
1716110995.999742,890.608821,337.208606,1.586196
1716110996.099729,890.519355,337.272192,1.587860
1716110996.299709,890.811866,337.609483,1.584272
1716110996.499709,890.639792,337.820676,1.587271
1716110996.699703,890.652631,338.121263,1.589604
1716110996.899724,890.727974,338.281865,1.592978
1716110997.099749,890.781698,338.569800,1.588855
1716110997.299729,890.590272,338.801921,1.589076
1716110997.499719,890.629864,339.206946,1.589705
1716110997.699697,890.596339,339.513179,1.588141
1716110997.899672,890.578899,339.986560,1.587290
1716110998.099679,890.513411,340.458612,1.584081
1716110998.199686,890.789992,340.711915,1.586273
1716110998.399719,890.768965,341.258880,1.590340
1716110998.599703,890.743582,341.831635,1.592329
1716110998.799741,890.813934,342.414130,1.584075
1716110998.999726,890.843544,343.035691,1.584446
1716110999.199715,890.806492,343.740223,1.583775
1716110999.399727,890.848327,344.503755,1.590508
1716110999.599734,890.899952,345.207751,1.589574
1716110999.799712,890.926615,345.909174,1.587042
1716110999.999727,890.962819,346.859160,1.586199
1716111000.199757,890.839355,347.725635,1.589031
1716111000.299742,890.912717,348.172677,1.578590
1716111000.499661,890.900116,348.958999,1.584797
1716111000.699620,890.863462,349.972758,1.593694
1716111001.099639,890.815968,351.933904,1.602605
1716111001.299642,890.854779,352.994065,1.586706
1716111001.499687,890.792102,353.988332,1.582454
1716111001.699661,890.872188,355.060367,1.590904
1716111001.899636,890.869461,356.110167,1.600018
1716111002.099671,890.865166,357.006668,1.593406
1716111002.299738,890.864948,357.954893,1.566971
1716111002.399755,890.853124,358.447182,1.600138
1716111002.599743,890.848117,359.381474,1.584173
1716111002.799762,890.882152,360.329448,1.599072
1716111002.999735,890.850362,361.308818,1.588010
1716111003.199718,890.834408,362.203278,1.595907
1716111003.399686,890.825705,363.119893,1.591717
1716111003.599646,890.809672,363.473714,1.581751
1716111003.799638,890.831733,364.563014,1.590010
1716111003.999678,890.837855,365.305060,1.587525
1716111004.199710,890.843899,366.369092,1.589725
1716111004.399705,890.841800,367.389400,1.594689
1716111004.499735,890.838220,367.751457,1.590658
1716111004.699775,890.837280,368.630228,1.599788
1716111004.899757,890.826958,369.479419,1.595899
1716111005.099692,890.822589,370.278380,1.589632
1716111005.299652,890.816109,371.002635,1.593208
1716111005.499642,890.822495,371.820684,1.589508
1716111005.699615,890.807835,372.525741,1.598045
1716111005.899655,890.817342,373.200449,1.596937
1716111006.099691,890.808993,373.897862,1.588450
1716111006.299695,890.759642,374.649980,1.598723
1716111006.499688,890.797419,375.379305,1.589486
1716111006.599708,890.792722,375.758170,1.585442
1716111006.799774,890.768321,376.620619,1.596102
1716111006.999746,890.597841,377.437935,1.583319
1716111007.199680,890.583999,378.158147,1.582298
1716111007.399644,890.526229,378.916128,1.589245
1716111007.599649,890.625974,379.525339,1.586613
1716111007.799673,890.702675,380.548764,1.585541
1716111007.999653,890.640264,381.417084,1.593028
1716111008.199643,890.605067,382.263925,1.591367
1716111008.399636,890.600868,383.015319,1.594754
1716111008.599684,890.673342,383.956701,1.590276
1716111008.699714,890.721886,384.472026,1.598543
1716111008.899755,890.687596,385.169467,1.600089
1716111009.099754,890.620190,385.851037,1.580959
1716111009.299747,890.677917,386.571272,1.590661
1716111009.499694,890.671787,387.399022,1.586291
1716111009.699667,890.648301,388.083340,1.606977
1716111009.899668,890.623704,388.793971,1.587077
1716111010.099680,890.615880,389.259665,1.584997
1716111010.299695,890.602597,389.701468,1.596311
1716111010.499745,890.668641,390.178341,1.577158
1716111010.699763,890.715579,390.596330,1.580564
1716111010.799749,890.595130,390.820607,1.584314
1716111010.999730,890.516379,391.203898,1.602028
1716111011.199736,890.672802,391.536723,1.586529
1716111011.399699,890.659659,391.793360,1.591989
1716111011.599675,890.607863,391.970528,1.585598
1716111011.799710,890.611924,392.257919,1.600261
1716111011.999757,890.617468,392.460195,1.599353
1716111012.199753,890.619079,392.767754,1.587169
1716111012.399720,890.610397,392.868747,1.589310
1716111012.599684,890.807885,393.142764,1.594841
1716111012.799669,890.769498,393.367136,1.591519
1716111012.899693,890.765592,393.395096,1.581235
1716111013.099706,890.819746,393.538634,1.598588
1716111013.299691,890.801366,393.740729,1.582779
1716111013.499706,890.795741,393.969324,1.587251
1716111013.699725,890.746943,394.084181,1.587700
1716111013.899753,890.743649,394.317178,1.590052
1716111014.099709,890.754825,394.468690,1.590522
1716111014.299703,890.748473,394.666276,1.591644
1716111014.499704,890.746063,394.935284,1.593230
1716111014.699722,890.740091,395.142327,1.588382
1716111015.999716,890.788665,397.673333,1.596224
1716111016.199674,890.661067,398.179554,1.590160
1716111016.399653,890.675351,398.765935,1.595471
1716111016.599688,890.546418,399.395857,1.595510
1716111016.799774,890.630097,399.984515,1.591156
1716111016.999842,890.629761,400.611037,1.590235
1716111017.099821,890.624714,401.052837,1.591780
1716111017.299739,890.655426,401.751607,1.582109
1716111017.499647,890.567012,402.558197,1.589641
1716111017.699563,890.535938,403.431359,1.607292
1716111017.899628,890.520017,404.143616,1.592095
1716111031.299669,890.946880,451.596966,1.578150
1716111031.499684,890.981813,451.826902,1.551287
1716111031.699705,890.976790,451.993503,1.598978
1716111031.799711,891.009531,452.076549,1.589273
1716111031.999673,890.985800,452.312579,1.587684
1716111032.199662,891.000838,452.583768,1.586023
1716111032.399676,890.970282,452.899607,1.581958
1716111032.599683,890.820334,453.250699,1.573308
1716111032.799687,890.814915,453.667402,1.591823
1716111032.999688,890.813537,454.063736,1.580497
1716111033.199694,890.873057,454.559355,1.595141
1716111033.399689,890.876172,455.049266,1.597293
1716111033.599677,890.826759,455.597025,1.586778
1716111033.799742,890.884356,456.175454,1.582242
1716111033.899784,890.931547,456.504763,1.584152
1716111034.099782,890.924143,457.151102,1.585585
1716111034.299748,890.906973,457.842596,1.599220
1716111034.499696,890.792607,458.573659,1.574164
1716111034.699684,890.902956,459.330313,1.596385
1716111034.899688,890.949004,460.148170,1.582726
1716111035.099692,891.029135,460.992038,1.571079
1716111035.299720,890.959156,461.837467,1.572791
1716111035.499745,890.952727,462.755648,1.576947
1716111035.699721,890.948739,463.647733,1.576486
1716111035.899701,890.915660,464.591866,1.613018
1716111035.999701,890.909287,465.077084,1.586630
1716111036.199677,890.923438,466.043817,1.558787
1716111036.399657,891.010004,467.030224,1.558222
1716111043.699657,890.648830,500.609268,1.574054
1716111043.899644,890.644498,501.421086,1.576213
1716111044.099665,890.340303,502.196320,1.588694
1716111044.599733,890.447742,504.458694,1.570280
1716111646.399697,897.259303,479.973720,-3.125266
1716111646.599689,896.685057,480.020915,-3.120055
1716111646.799729,896.070753,480.018187,-3.112799
1716111646.999734,895.439392,480.018937,-3.140387
1716111647.099726,895.136401,480.016428,-3.112821
1716111647.299698,894.545335,479.980387,-3.113222
1716111647.499688,893.995839,479.981355,-3.120448
1716111647.699683,893.466001,479.927283,-3.112174
1716111647.899717,892.973061,479.952924,-3.140344
1716111648.099778,892.510702,479.925624,-3.132968
1716111648.299756,892.162521,479.956492,3.132911
1716111648.499666,891.915659,479.979579,3.136357
1716111648.699619,891.743381,479.983156,3.131667
1716111648.899615,891.634250,479.980853,3.116439
1716111649.099627,891.621533,479.998899,3.127424
1716111649.199648,891.621516,479.958154,3.124061
1716111649.399686,891.619884,479.936471,3.132625
1716111649.599744,891.622317,479.966687,3.112232
1716111649.799743,891.615137,479.955273,3.128794
1716111649.999715,891.632273,479.936150,3.123856
1716111650.199690,891.599029,479.944392,3.093721
1716111650.399685,891.604880,479.945379,3.116744
1716111650.599672,891.606232,479.966846,3.120394
1716111650.799700,891.615666,479.940009,3.120184
1716111650.999729,891.623832,479.946297,3.123485
1716111651.199751,891.611138,479.923859,3.126793
1716111651.299752,891.576667,479.983513,3.111104
1716111651.499715,891.589619,479.966117,3.086526
1716111651.699673,891.598484,479.958124,3.093663
1716111651.899681,891.598656,479.969721,3.111360
1716111652.099706,891.598624,479.980671,3.115884
1716111652.499716,891.597534,479.995348,3.101602
1716111652.699709,891.604207,479.974206,3.118982
1716111652.899707,891.624485,480.010610,3.125938
1716111653.099704,891.610447,479.978190,3.118409
1716111653.299733,891.598285,479.968192,3.119781
1716111653.399727,891.622826,479.947100,3.125948
1716111653.599717,891.622697,479.965284,3.131016
1716111653.799718,891.604084,479.948990,3.123615
1716111653.999758,891.600787,479.951279,3.115225
1716111654.199777,891.604179,479.970945,3.089544
1716111654.399721,891.600601,479.946341,3.126399
1716111654.599644,891.611542,479.970050,3.129323
1716111654.799599,891.598874,479.969967,3.115429
1716111654.999624,891.619448,479.968588,3.133844
1716111655.199671,891.627097,479.943844,3.130322
1716111655.399681,891.610674,479.945556,3.119099
1716111655.499690,891.627503,479.962552,3.118113
1716111655.699716,891.621706,479.973842,3.122463
1716111655.899730,891.642962,479.986619,3.122731
1716111656.099708,891.594680,479.969219,3.116406
1716111656.299724,891.602546,479.999222,3.120790
1716111656.499754,891.607586,479.976162,3.119078
1716111656.699765,891.621723,479.982406,3.130745
1716111656.899742,891.608388,479.987522,-3.137377
1716111657.099711,891.628837,479.981121,3.133350
1716111657.299631,891.631688,479.980361,3.125258
1716111657.499580,891.633600,479.983354,3.135182
1716111657.599576,891.624629,479.992457,3.124006
1716111657.799628,891.624495,479.978571,3.125559
1716111657.999678,891.612528,479.969104,3.123821
1716111658.199695,891.619134,479.962660,3.126064
1716111658.399699,891.592683,479.980123,3.121854
1716111658.599705,891.637523,479.984581,3.125834
1716111658.799746,891.665967,479.983998,-3.135842
1716111658.999768,891.607675,479.924186,3.127858
1716111660.899688,891.615128,480.058569,3.119979
1716111661.099728,891.599271,479.955037,3.120803
1716111661.299732,891.622450,479.932100,3.127174
1716111661.499760,891.587051,479.971159,3.090162
1716111661.699753,891.597770,479.984742,3.118579
1716111661.799739,891.639181,479.976848,3.129865
1716111661.999716,891.604480,479.887094,3.121872
1716111662.199664,891.620916,479.963636,3.124823
1716111662.399627,891.616516,479.976930,3.124607
1716111662.599635,891.594411,479.975172,3.117241
1716111662.799658,891.611882,479.966874,3.131610
1716111662.999691,891.601041,479.973006,3.123494
1716111663.199726,891.600670,479.961432,3.124496
1716111663.399749,891.595704,479.959337,3.118605
1716111663.599757,891.608325,479.954573,3.123954
1716111663.799737,891.613662,479.976581,3.114174
1716111663.899728,891.613955,479.954846,3.121851
1716111664.099739,891.606785,479.977841,3.116136
1716111664.299757,891.616321,479.982852,3.123414
1716111664.499746,891.598139,479.984151,3.120911
1716111664.699716,891.620278,479.969014,3.133095
1716111664.899730,891.608281,479.981308,3.117988
1716111665.099725,891.620066,479.960617,3.121349
1716111665.299722,891.608358,479.965217,3.112490
1716111665.499711,891.624605,479.964877,3.137327
1716111665.699706,891.625517,479.964888,3.138924
1716111671.399719,891.597451,479.965216,3.124894
1716111671.599718,891.619504,479.935261,3.131984
1716111671.799688,891.597752,479.929175,3.121427
1716111671.999705,891.610045,479.968793,3.124614
1716111672.199726,891.604109,479.974709,3.128068
1716111672.299731,891.620250,479.974315,3.128843
1716111672.499726,891.663710,479.973200,-3.125424
1716111673.099749,891.748472,479.890405,3.137425
1716111673.499739,891.639893,479.892687,-3.139168
1716111677.299670,891.637778,479.933219,3.131680
1716111677.499725,891.625813,479.970485,3.129749
1716111677.699770,891.588933,479.930136,3.086622
1716111677.899751,891.603564,479.973988,3.124315
1716111678.099702,891.604911,479.971432,3.124556
1716111678.299695,891.659908,479.953291,-3.137963
1716111678.499703,891.606845,479.970467,3.124880
1716111678.599713,891.607396,479.950421,3.121831
1716111678.799716,891.607948,479.980460,3.115549
1716111678.999712,891.591105,479.944210,3.114525
1716111679.199722,891.609804,479.940072,3.132140
1716111679.399706,891.617695,479.966576,3.123625
1716111679.599713,891.589757,479.941888,3.112473
1716111679.799764,891.584869,479.968945,3.117179
1716111679.999767,891.598462,479.959873,3.122938
1716111680.199747,891.622235,479.968112,3.127488
1716111680.399755,891.622384,479.929579,3.126809
1716111680.599778,891.612871,479.957131,3.121685
1716111680.699767,891.609539,479.972312,3.125753
1716111680.899720,891.609413,479.941206,3.118102
1716111681.099682,891.592075,479.964314,3.122019
1716111681.299648,891.628976,479.972889,3.134050
1716111681.499644,891.603623,479.966731,3.119857
1716111681.699683,891.600363,479.944672,3.120781
1716111681.899719,891.604610,479.958399,3.124651
1716111682.099697,891.601070,479.970383,3.124445
1716111682.299695,891.582139,479.955936,3.115425
1716111682.499696,891.623274,479.970820,3.128308
1716111682.699721,891.617343,479.929887,3.122266
1716111682.799750,891.616021,479.933515,3.124815
1716111682.999770,891.616507,479.963897,3.124118
1716111683.199746,891.630204,479.962569,3.128870
1716111683.399681,891.628993,479.975601,3.123602
1716111683.599652,891.611943,479.955070,3.126685
1716111683.799662,891.570038,479.948946,3.113284
1716111683.999674,891.610288,479.951182,3.123789
1716111684.199681,891.603992,479.973781,3.125122
1716111684.399727,891.619587,479.967616,3.124304
1716111684.599752,891.590780,479.967903,3.108674
1716111684.799741,891.625302,479.967043,3.131953
1716111684.899740,891.597329,479.972835,3.113501
1716111685.099728,891.615800,479.973805,3.127717
1716111685.299699,891.595275,479.947859,3.118108
1716111685.499712,891.593653,479.959667,3.124296
1716111685.699760,891.604158,479.958705,3.120798
1716111685.899803,891.622445,479.975709,3.126212
1716111686.099774,891.611091,479.966582,3.127891
1716111686.299702,891.612564,479.981478,3.120780
1716111686.499603,891.620807,479.981435,3.129765
1716111686.699547,891.660900,479.980559,-3.135772
1716111686.899572,891.659825,479.892553,3.114195
1716111686.999609,891.611864,479.953833,3.125006
1716111689.899706,891.590523,479.977736,3.088287
1716111690.099721,891.615727,479.969312,3.125098
1716111690.299696,891.615581,479.956580,3.116233
1716111690.499676,891.591898,479.930009,3.107520
1716111690.699687,891.567035,479.980396,3.077602
1716111690.899732,891.567276,479.970570,3.115877
1716111691.099780,891.603244,479.973578,3.119572
1716111691.199784,891.600596,479.941837,3.127563
1716111691.399746,891.597748,479.965160,3.118120
1716111691.599688,891.611809,479.975444,3.120342
1716111691.799631,891.610071,479.954609,3.124940
1716111691.999628,891.586690,479.951195,3.118631
1716111692.199685,891.626138,479.950882,3.129045
1716111692.399711,891.602889,479.952199,3.115696
1716111692.599711,891.610225,479.946309,3.126177
1716111692.799699,891.613904,479.961520,3.127752
1716111692.999694,891.624383,479.942557,3.125357
1716111693.199697,891.621735,479.940404,3.123331
1716111693.299702,891.607959,479.970499,3.125623
1716111693.499770,891.597533,479.985597,3.127268
1716111693.699753,891.584566,479.986121,3.128402
1716111693.899683,891.582483,479.960045,3.124232
1716111694.099654,891.574485,479.987203,3.121722
1716111694.299677,891.571516,479.956788,-3.138079
1716111694.499704,891.556987,479.968344,3.112999
1716111694.699734,891.561818,479.956358,3.120771
1716111694.899741,891.563815,479.947563,3.123576
1716111695.099692,891.572625,479.944820,3.119806
1716111695.299705,891.579967,479.965587,3.120449
