stamp,optimized_pose_x,optimized_pose_y,optimized_pose_yaw
1716073152.399709,881.194055,501.531003,1.797550
1716073152.599735,881.121792,501.843979,1.786891
1716073152.799722,881.030582,502.214803,1.756805
1716073152.999713,880.949609,502.620000,1.742993
1716073153.199729,880.888530,502.933550,1.703402
1716073153.399747,880.816446,503.348946,1.684552
1716073153.599736,880.705045,503.775225,1.665770
1716073153.799703,880.808430,504.107518,1.627774
1716073153.899713,880.804404,504.349596,1.601357
1716073154.099759,880.684105,504.725040,1.584763
1716073154.299755,880.657848,505.164211,1.572850
1716073154.499739,880.671735,505.567989,1.532083
1716073154.699768,880.702322,505.979115,1.493605
1716073154.899777,880.740765,506.341902,1.477999
1716073155.099749,880.903911,506.734143,1.450996
1716073155.299739,880.918570,507.121115,1.432033
1716073155.499721,880.986201,507.576618,1.403117
1716073155.699658,880.914827,507.986704,1.392025
1716073155.899634,881.000580,508.385458,1.353626
1716073155.999645,881.046005,508.613114,1.330235
1716073156.999738,881.624028,510.636545,1.211081
1716073157.199753,881.707615,510.728754,1.200652
1716073157.399741,881.864170,511.271819,1.166088
1716073157.599724,882.023880,511.668511,1.154936
1716073157.999720,882.458049,512.378098,1.106323
1716073158.099731,882.550438,512.648977,1.112033
1716073158.299743,882.763898,512.932290,1.086018
1716073158.499736,882.947202,513.242815,1.095355
1716073158.699719,883.201217,513.744414,1.011303
1716073158.899651,883.405538,514.089142,1.029886
1716073159.099601,883.829578,514.356067,0.986386
1716073159.299609,884.052781,514.623156,0.982588
1716073159.499633,884.285955,514.980483,0.954406
1716073159.699674,884.487517,515.293444,0.931526
1716073159.899688,884.473775,515.571174,0.922789
1716073160.099714,884.724549,515.866717,0.896112
1716073388.599666,897.300435,492.419851,-3.125257
1716073388.799664,897.218231,492.295618,3.126037
1716073388.999649,897.202290,492.442854,-3.126941
1716073389.099659,897.227693,492.280136,-3.133621
1716073389.299677,897.213162,492.377414,-3.127910
1716073389.499693,897.250766,492.371908,-3.129379
1716073389.699737,897.241818,492.390981,3.135500
1716073389.899783,897.235025,492.451401,-3.127116
1716073390.099755,897.209338,492.390943,-3.124607
1716073390.299718,897.238526,492.420355,-3.129195
1716073390.499702,897.191206,492.404150,-3.125905
1716073390.699683,897.249836,492.384585,-3.140351
1716073390.899679,897.246616,492.375631,-3.124018
1716073391.099670,897.215805,492.431518,-3.122597
1716073391.199665,897.223382,492.407207,3.127830
1716073391.399660,897.246099,492.423778,-3.132114
1716073391.599683,897.234969,492.478912,-3.129423
1716073391.799724,897.207856,492.394479,-3.132237
1716073391.999720,897.126264,492.375525,-3.130093
1716073392.199736,897.047574,492.417049,-3.127774
1716073392.399742,896.837765,492.349037,-3.120833
1716073392.599747,896.824029,492.352099,-3.121570
1716073392.799723,896.667427,492.434048,-3.135872
1716073392.999739,896.476007,492.386704,3.132175
1716073393.199752,896.265053,492.400932,3.137690
1716073393.299744,896.240422,492.408575,3.136684
1716073393.499731,895.924035,492.428865,-3.137318
1716073393.699747,895.630911,492.409559,3.139917
1716073393.899719,895.348007,492.450184,-3.131747
1716073394.099741,894.949152,492.397489,3.117950
1716073394.299800,894.689466,492.405343,-3.134226
1716073394.499752,894.303213,492.363205,-3.104339
1716073394.699673,893.994833,492.397682,-3.137458
1716073394.899638,893.545135,492.478788,-3.121844
1716073395.099706,893.081440,492.379987,-3.140806
1716073395.299764,892.595565,492.417182,3.128037
1716073395.399784,892.327062,492.413996,3.127290
1716073395.599812,891.885194,492.445022,3.089320
1716073395.799733,891.292860,492.507610,3.063633
1716073395.999641,890.731129,492.561348,3.035264
1716073396.199581,890.199390,492.648215,2.977074
1716073396.399585,889.628160,492.803838,2.936031
1716073396.599561,889.058013,492.905367,2.876317
1716073396.799573,888.424071,493.113835,2.818593
1716073396.999605,887.896237,493.332625,2.745965
1716073397.199637,887.153572,493.627196,2.702646
1716073397.399631,886.666499,493.972225,2.627121
1716073397.499623,886.322435,494.127773,2.559820
1716073397.699665,885.788282,494.508033,2.508644
1716073397.899664,885.157749,494.936017,2.483102
1716073398.099676,884.674217,495.381552,2.412048
1716073398.299679,884.272138,495.831501,2.350615
1716073398.499662,883.850994,496.286129,2.324711
1716073398.699659,883.470160,496.721361,2.248631
1716073398.899670,883.183461,497.129167,2.168780
1716073399.099678,882.977813,497.543955,2.142713
1716073399.299676,882.755671,497.910929,2.112426
1716073399.499700,882.566638,498.215430,2.085325
1716073399.599707,882.564042,498.367799,2.070785
1716073399.799649,882.343410,498.552279,2.061626
1716073399.999628,882.306241,498.634979,2.033548
1716073400.199687,882.335682,498.686649,2.032069
1716073400.399798,882.338400,498.673226,2.066071
1716073400.599830,882.342736,498.682573,2.047587
1716073400.999670,882.350023,498.665877,2.047067
1716073401.199627,882.280609,498.658186,2.028307
1716073401.399627,882.308109,498.685825,2.069809
1716073401.599627,882.249275,498.676495,2.025548
1716073401.699627,882.338333,498.656254,2.053410
1716073401.899669,882.236353,498.645237,2.014145
1716073402.099723,882.368054,498.650264,2.045201
1716073402.299761,882.265471,498.632783,2.019505
1716073402.499706,882.253662,498.658402,2.046578
1716073402.699652,882.336268,498.651729,2.042085
1716073402.899637,882.211145,498.651282,2.051870
1716073403.099649,882.332226,498.648129,2.010658
1716073403.299696,882.248542,498.674319,2.054489
1716073403.499753,882.182221,498.662423,2.029527
1716073403.699756,882.181433,498.644452,2.089268
1716073403.799723,882.180651,498.644022,2.058692
1716073403.999639,882.334124,498.655756,2.065910
1716073404.199617,882.310829,498.638693,2.051316
1716073404.399637,882.253435,498.645977,2.021872
1716073404.599671,882.365587,498.658297,2.051785
1716073404.799702,882.299830,498.651392,2.053914
1716073404.999721,882.172876,498.649883,2.038977
1716073405.199712,882.312089,498.658837,2.050989
1716073405.399719,882.237706,498.648061,2.019435
1716073405.599735,882.236241,498.664723,2.052552
1716073405.799717,882.230890,498.682736,2.049419
1716073405.899717,882.266875,498.668335,2.007258
1716073406.099709,882.293224,498.696435,2.077911
1716073406.299706,882.251407,498.719660,2.062444
1716073406.499720,882.245730,498.741610,2.029435
1716073406.699685,882.244574,498.736292,2.017145
1716073406.899685,882.171499,498.731932,2.022569
1716073407.099672,882.226859,498.733573,2.055090
1716073407.299664,882.377466,498.717551,2.038343
1716073407.499667,882.267786,498.741728,2.022539
1716073407.699661,882.360404,498.723115,2.010453
1716073407.899658,882.361392,498.737155,2.034871
1716073407.999667,882.257114,498.737033,2.027922
1716073408.199710,882.152534,498.743348,2.051618
1716073408.399745,882.268961,498.737818,2.045136
1716073408.599747,882.202342,498.747269,2.056723
1716073408.799722,882.237536,498.749074,2.061724
1716073408.999735,882.234809,498.739238,2.035676
1716073409.199705,882.349663,498.749611,2.032124
1716073409.399703,882.273580,498.731048,2.042837
1716073409.599733,882.302429,498.710275,2.045154
1716073409.799747,882.296928,498.736920,2.043731
1716073409.999768,882.296837,498.728573,2.063738
1716073410.099774,882.431224,498.726099,2.028696
1716073410.299731,882.354856,498.748372,2.058981
1716073410.499696,882.313260,498.726420,2.066349
1716073410.699674,882.237592,498.731634,2.050343
1716073410.899649,882.364752,498.733494,2.084099
1716073411.099671,882.446128,498.760501,2.033894
1716073411.299699,882.384143,498.748362,2.043318
1716073411.499728,882.382901,498.665294,2.004361
1716073411.699735,882.382762,498.724137,2.031957
1716073411.899700,882.264353,498.747942,2.055371
1716073412.099679,882.228936,498.729817,2.052555
1716073412.199669,882.172965,498.717010,2.041197
1716073412.399715,882.207613,498.688334,2.031695
1716073412.599757,882.208475,498.755693,2.045074
1716073412.799756,882.224066,498.743801,2.029713
1716073412.999745,882.223437,498.657679,2.001553
1716073413.199752,882.334374,498.715507,2.051872
1716073413.399708,882.420716,498.714362,2.032662
1716073413.599650,882.259731,498.745849,2.049616
