stamp,optimized_pose_x,optimized_pose_y,optimized_pose_yaw
1716184343.099718,890.835732,335.257597,1.591191
1716184343.299700,890.678901,335.711650,1.588290
1716184343.499702,890.728701,336.192098,1.596534
1716184343.699731,890.720847,336.752924,1.587007
1716184343.899709,890.720230,337.378564,1.587067
1716184344.099708,890.775874,338.148758,1.587099
1716184344.299687,890.745716,338.791015,1.594562
1716184344.399681,890.721727,339.095212,1.587864
1716184344.799702,890.560196,340.712549,1.594529
1716184344.999724,890.730462,341.379649,1.591262
1716184345.199760,890.492032,342.363099,1.594567
1716184345.399739,890.464099,343.272560,1.596978
1716184345.599693,890.431014,344.171508,1.591883
1716184345.799656,890.803405,345.096166,1.596262
1716184345.999676,890.796792,346.119656,1.589282
1716184346.199681,890.802514,347.123848,1.586398
1716184346.399689,890.772563,348.155557,1.595140
1716184346.499683,890.931257,348.557612,1.591135
1716184346.699680,890.905552,349.727780,1.589949
1716184346.899688,890.862957,350.824646,1.591228
1716184347.099735,890.958323,351.884588,1.591737
1716184347.299726,891.021196,352.873431,1.593315
1716184347.499743,890.956938,354.107250,1.600903
1716184347.699767,890.964839,355.194272,1.594364
1716184347.899771,890.896366,356.237210,1.598730
1716184348.099707,890.810455,357.242098,1.591222
1716184348.299670,890.942020,358.308504,1.604120
1716184348.499689,890.810313,359.343722,1.595859
1716184348.599678,890.884660,359.848233,1.613743
1716184348.799657,890.896325,360.852495,1.596099
1716184349.399759,890.828539,363.260050,1.579549
1716184349.599766,890.831983,364.201783,1.582084
1716184349.799698,890.877439,365.176194,1.588151
1716184349.999642,890.788263,366.320090,1.586902
1716184350.199626,890.849279,367.355496,1.593543
1716184350.399679,890.820703,368.194863,1.596124
1716184350.599689,890.834953,369.100031,1.592589
1716184350.699692,890.820606,369.361800,1.584350
1716184350.899704,890.830111,370.224215,1.590537
1716184351.099693,890.796299,371.156071,1.597382
1716184351.299706,890.786209,371.908822,1.597901
1716184351.499717,890.800307,372.796274,1.596104
1716184351.699720,890.786026,373.451595,1.584784
1716184351.899711,890.766826,374.282321,1.588565
1716184352.099663,890.748129,375.012141,1.587043
1716184352.299658,890.802287,375.863565,1.584488
1716184352.499687,890.932416,376.619709,1.560350
1716184352.699712,890.628910,377.419989,1.586422
1716184352.799720,890.580186,377.803706,1.588746
1716184352.999743,890.545542,378.631139,1.589088
1716184353.199752,890.557843,379.338354,1.593203
1716184353.399767,890.629725,380.179636,1.579602
1716184353.599741,890.592171,380.958075,1.589109
1716184353.799716,890.603221,381.764886,1.595397
1716184353.999691,890.565498,382.444208,1.591478
1716184354.199674,890.570503,383.063825,1.587404
1716184354.399689,890.569218,383.844588,1.585779
1716184354.599701,890.607306,384.418750,1.589046
1716184354.799735,890.580555,384.970801,1.590709
1716184354.899738,890.591509,385.198051,1.609656
1716184355.099726,890.583840,385.556392,1.587608
1716184355.499720,890.597186,386.424893,1.583450
1716184355.699755,890.694222,386.780151,1.596015
1716184355.899726,890.536091,387.087936,1.561315
1716184356.099668,890.547245,387.398420,1.563435
1716184356.299661,890.526507,387.718908,1.592018
1716184356.499660,890.599085,387.941458,1.565253
1716184356.699678,890.544521,388.054839,1.587130
1716184356.899676,890.626608,388.394048,1.590169
1716184356.999667,890.639670,388.395683,1.580729
1716184357.199669,890.637655,388.623914,1.582927
1716184357.399683,890.639468,388.761021,1.586271
1716184357.599669,890.586552,388.940739,1.583544
1716184357.799637,890.571678,389.147064,1.583302
1716184357.999688,890.555765,389.328918,1.587301
1716184358.199737,890.665828,389.623284,1.598874
1716184358.399747,890.560155,389.655055,1.596908
1716184358.599718,890.633622,389.840401,1.590255
1716184358.799754,890.527851,390.016607,1.589857
1716184358.999777,890.584454,390.246362,1.586808
1716184359.099783,890.605134,390.184764,1.569253
1716184359.499731,890.603038,390.462360,1.580618
1716184359.699677,890.426943,390.858832,1.586634
1716184359.899671,890.482926,391.213679,1.588358
1716184360.099687,890.490853,391.604065,1.586555
1716184360.299706,890.537798,391.961144,1.583549
1716184360.499730,890.622669,392.274326,1.598326
1716184360.699730,890.606630,392.696357,1.592633
1716184360.899720,890.543546,393.132808,1.586313
1716184361.099761,890.675360,393.580874,1.582322
1716184361.199771,890.546777,393.921479,1.593032
1716184361.399784,890.530101,394.457747,1.588096
1716184361.599738,890.395888,395.024432,1.581216
1716184361.799671,890.383049,395.643442,1.586113
1716184361.999682,890.377022,396.251998,1.579327
1716184362.399691,890.405783,397.794573,1.589660
1716184362.599711,890.388209,398.378312,1.586529
1716184362.799743,890.373348,399.204703,1.592050
1716184362.999712,890.374653,399.921526,1.590134
1716184363.199672,890.456759,400.739328,1.590077
1716184363.299666,890.451290,401.140174,1.583699
1716184363.499774,890.437559,402.005664,1.590939
1716184363.699823,890.628678,402.912326,1.582184
1716184363.899738,890.618624,403.824080,1.581531
1716184364.099643,890.601729,404.771600,1.587399
1716184379.599748,890.943614,453.711553,1.607893
1716184379.799661,891.004891,454.319643,1.593368
1716184379.999602,890.975158,454.984498,1.590184
1716184380.099615,890.883672,455.329731,1.612809
1716184380.299670,890.871485,456.036024,1.587688
1716184380.499671,890.860746,456.726369,1.583160
1716184380.699679,890.892739,457.489257,1.583281
1716184380.899685,890.879849,458.256960,1.592051
1716184381.099654,890.934060,459.020609,1.583955
1716184381.299683,890.902594,459.848314,1.586032
1716184381.499697,890.870053,460.690180,1.579295
1716184381.699712,890.938012,461.539748,1.593729
1716184381.899751,890.930820,462.419698,1.590153
1716184382.099775,890.928607,463.302738,1.591796
1716184382.199772,890.930576,463.789271,1.565455
1716184382.399712,890.916882,464.766233,1.593937
1716184382.599685,890.930832,465.769182,1.596059
1716184382.799681,890.968458,466.692557,1.592877
1716184382.999694,890.954750,467.754598,1.591730
1716184383.199706,890.939170,468.809647,1.593213
1716184383.599730,890.909749,470.878736,1.593784
1716184383.799722,890.898407,471.913509,1.609085
1716184383.999704,890.853433,472.942110,1.620814
1716184385.499675,890.805055,480.602241,1.582897
1716184385.699647,890.815454,481.574837,1.597515
1716184385.899665,890.800487,482.494309,1.595414
1716184386.099667,890.784541,483.462496,1.587624
1716184386.299660,890.775971,484.419357,1.592504
1716184386.399674,890.781587,484.894828,1.593769
1716184386.599709,890.764516,485.803341,1.592449
1716184386.799748,890.788803,486.738818,1.584502
1716184386.999773,890.761068,487.680265,1.598607
1716184387.199777,890.737772,488.620369,1.601813
1716184387.399705,890.737749,489.517805,1.583162
1716184387.599617,890.746228,490.468948,1.588308
1716184387.799585,890.675918,491.364329,1.595414
1716184387.999592,890.545288,492.268689,1.598423
1716184388.199604,890.594309,493.147086,1.578133
1716184388.399648,890.617490,493.949643,1.581241
1716184388.499677,890.607896,494.357493,1.585082
1716184388.699709,890.558555,495.098049,1.584775
1716184388.899676,890.597267,495.904885,1.594010
1716184389.099679,890.507235,496.778380,1.577367
1716184389.499721,890.619872,497.934969,1.574083
1716184389.699725,890.585937,498.524183,1.641592
1716184389.899738,890.539417,498.993472,1.585121
1716184390.099720,890.563885,499.509087,1.550408
1716184390.299691,890.502103,499.917715,1.581719
1716184390.499689,890.503808,500.284450,1.571847
1716184390.599703,890.577351,500.504525,1.580909
1716184390.799720,890.433359,500.910257,1.582516
1716184390.999725,890.464504,501.279780,1.593892
1716184391.199764,890.483297,501.580375,1.582699
1716184391.399735,890.524984,501.807316,1.579766
1716184391.599683,890.508930,502.010905,1.598059
1716184391.799664,890.463525,502.256111,1.591537
1716184391.999665,890.568285,502.394077,1.576014
1716184392.199671,890.569146,502.637036,1.578372
1716184392.399679,890.490087,502.857004,1.586624
1716184392.599717,890.503376,503.030831,1.604533
1716184392.699741,890.460472,503.119805,1.589223
1716184392.899756,890.535756,503.371318,1.577287
1716184393.099763,890.520579,503.513029,1.583737
1716184393.299733,890.447670,503.645372,1.605080
1716184393.499754,890.304196,503.843697,1.585307
1716184393.699769,890.302534,504.030427,1.573802
1716184393.899747,890.302101,504.218928,1.569924
1716184394.099712,890.543616,504.361943,1.608048
1716184394.299717,890.544783,504.517868,1.573335
1716184394.499728,890.519884,504.672652,1.578501
1716184394.699730,890.569018,504.668149,1.580140
1716184394.799731,890.527123,504.677447,1.579903
1716184394.999713,890.589402,504.675236,1.579111
1716184395.199697,890.531779,504.651761,1.577025
1716184395.399691,890.554769,504.668098,1.579424
1716184395.599707,890.565179,504.663110,1.576050
1716184395.799745,890.565287,504.675898,1.575833
1716184395.999738,890.500723,504.656780,1.578232
1716184396.199724,890.506541,504.675459,1.600418
1716184396.399721,890.534389,504.656334,1.580693
1716184396.599723,890.534914,504.684441,1.577769
1716184396.799723,890.517950,504.658931,1.580298
1716184396.899720,890.545293,504.656013,1.555661
1716184397.099707,890.545843,504.684358,1.584461
1716184397.299721,890.545948,504.663186,1.581542
1716184397.499753,890.538696,504.665817,1.579678
1716184397.699743,890.433709,504.674132,1.602219
1716184397.899697,890.479093,504.657697,1.582404
1716184398.099685,890.555036,504.659044,1.574160
1716184398.299731,890.555784,504.656266,1.568304
1716184398.499738,890.555785,504.656810,1.574287
1716184398.699682,890.457620,504.657046,1.586390
1716184398.899661,890.488774,504.662807,1.588850
1716184398.999669,890.555262,504.658364,1.583859
1716184399.199670,890.555690,504.710023,1.576487
1716184399.399706,890.373161,504.671459,1.591555
1716184399.599756,890.371433,504.660208,1.591514
1716184399.799745,890.371498,504.680744,1.569639
1716184399.999719,890.340576,504.685739,1.587418
1716184400.199721,890.433337,504.664162,1.576044
1716184400.399711,890.433324,504.662930,1.572059
1716184400.599710,890.434198,504.661531,1.568114
1716184400.799722,890.479000,504.668262,1.609476
1716184400.999714,890.407017,504.663648,1.585685
1716184401.099715,890.462037,504.645221,1.581887
1716184401.299691,890.391135,504.656612,1.588330
1716184401.499673,890.362851,504.691337,1.590579
1716184401.699682,890.479866,504.673883,1.582706
1716184401.899708,890.508926,504.665292,1.577060
1716184402.099752,890.444837,504.662646,1.580124
1716184402.299727,890.309592,504.666411,1.566691
1716184402.499704,890.445823,504.650253,1.612681
1716184402.699694,890.519133,504.657412,1.575971
1716184402.899683,890.543057,504.662740,1.573291
1716184403.099682,890.461760,504.663596,1.579708
1716184403.199696,890.399670,504.659316,1.582539
1716184403.399746,890.398917,504.659536,1.578626
1716184403.599768,890.398189,504.659558,1.571396
1716184403.799731,890.440418,504.653182,1.605539
1716184403.999687,890.551966,504.660078,1.577204
1716184404.199673,890.552799,504.625515,1.577255
1716184404.399695,890.554272,504.680001,1.578871
1716184404.599718,890.394351,504.657924,1.592056
1716184404.799723,890.404027,504.665708,1.587392
1716184404.999703,890.422002,504.664557,1.586038
1716184405.199657,890.422159,504.662980,1.569238
1716184405.299660,890.496193,504.675596,1.582881
1716184405.499680,890.496012,504.653672,1.581507
1716184405.699682,890.529339,504.660533,1.585874
1716184405.899721,890.520898,504.662998,1.575105
1716184406.099772,890.517395,504.656642,1.608213
1716184406.299771,890.391353,504.675659,1.585390
1716184406.499689,890.545316,504.666058,1.574465
1716184406.699631,890.435334,504.708873,1.584584
1716184406.899651,890.487875,504.774278,1.577453
1716184407.099687,890.555359,504.781622,1.576519
1716184407.299729,890.605736,504.758973,1.574793
1716184407.399739,890.605985,504.833704,1.574113
1716184407.599721,890.606002,504.880196,1.576765
1716184407.799698,890.457101,504.942561,1.583796
1716184407.999700,890.544380,505.022553,1.580089
1716184408.199710,890.512085,505.149508,1.589651
1716184408.399679,890.510627,505.280591,1.572723
1716184408.599659,890.420287,505.451009,1.586619
1716184408.799665,890.515188,505.637870,1.581941
1716184408.999695,890.523062,505.852720,1.603553
1716184409.199741,890.545774,506.100758,1.578654
1716184409.399717,890.488383,506.328562,1.555484
1716184409.499706,890.488378,506.563356,1.578765
1716184409.699709,890.484484,506.879419,1.583358
1716184409.899745,890.604206,507.178955,1.574552
1716184410.099748,890.552995,507.518128,1.569965
1716184410.299710,890.457347,507.933808,1.581048
1716184410.499700,890.418794,508.318741,1.605469
1716184410.699739,890.403923,508.794103,1.591240
1716184410.899728,890.405245,509.202726,1.567609
1716184411.099699,890.454686,509.693102,1.574968
1716184411.299732,890.448881,510.178644,1.584793
1716184411.499726,890.446426,510.619194,1.576732
1716184411.599736,890.525595,510.870371,1.571639
1716184411.799733,890.528095,511.358448,1.568425
1716184411.999723,890.642251,511.838723,1.575882
1716184412.199692,890.413405,512.302611,1.578442
1716184412.399693,890.358445,512.766409,1.550134
1716184412.599703,890.358024,513.197069,1.577638
1716184412.799701,890.358402,513.651797,1.580606
1716184412.999699,890.290042,514.072491,1.588797
1716184413.199736,890.257632,514.507791,1.614138
1716184413.399763,890.325144,514.921797,1.574369
1716184413.599776,890.315004,515.327121,1.612498
1716184413.699759,890.304110,515.544575,1.630211
