stamp,container_pose_x,container_pose_y,container_pose_z,container_pose_roll,container_pose_pitch,container_pose_yaw,container_updated_pose_x,container_updated_pose_y,container_updated_pose_z,container_updated_pose_roll,container_updated_pose_pitch,container_updated_pose_yaw,qc_match_updated_k_x,qc_match_updated_k_y,b_outlier,time_length
1716205391.499738,1364.383890,524.083093,0.005429,0.030568,-0.003190,0.006371,1364.401273,524.070750,0.005102,0.030476,-0.003049,0.001725,0.150000,0.150000,0,0.030204
1716205391.699724,1364.365667,524.083572,0.005468,0.030580,-0.003207,0.006534,1364.401303,524.099134,0.005130,0.030484,-0.003060,0.001725,0.150000,0.150000,0,0.033410
1716205391.899709,1364.370300,524.084466,0.005415,0.030562,-0.003186,0.006460,1364.401381,524.095927,0.005084,0.030468,-0.003042,0.001743,0.150000,0.150000,0,0.032548
1716205392.099706,1364.364508,524.084296,0.005411,0.030543,-0.003198,0.006529,1364.401528,524.093194,0.005076,0.030448,-0.003053,0.001758,0.150000,0.150000,0,0.029518
1716205392.199717,1364.363444,524.084361,0.005374,0.030534,-0.003181,0.006413,1364.401628,524.090877,0.005048,0.030442,-0.003039,0.001769,0.150000,0.150000,0,0.029847
1716205392.399730,1364.363345,524.085648,0.005399,0.030540,-0.003192,0.006380,1364.401904,524.089202,0.005075,0.030449,-0.003051,0.001772,0.150000,0.150000,0,0.033831
1716205392.599736,1364.362281,524.080361,0.005395,0.030536,-0.003193,0.006467,1364.402312,524.091402,0.005065,0.030443,-0.003049,0.001764,0.150000,0.150000,0,0.033096
1716205392.799740,1364.381655,524.079290,0.005386,0.030523,-0.003197,0.006481,1364.400111,524.088570,0.005055,0.030429,-0.003053,0.001768,0.150000,0.150000,0,0.037523
1716205392.999724,1364.392032,524.081247,0.005392,0.030529,-0.003196,0.006377,1364.399813,524.086515,0.005069,0.030438,-0.003056,0.001776,0.150000,0.150000,0,0.032890
1716205393.199716,1364.367324,524.083216,0.005372,0.030501,-0.003204,0.006585,1364.400037,524.085053,0.005035,0.030406,-0.003058,0.001777,0.150000,0.150000,0,0.030407
1716205393.399715,1364.363936,524.084234,0.005355,0.030510,-0.003187,0.006398,1364.400343,524.084087,0.005031,0.030418,-0.003046,0.001786,0.150000,0.150000,0,0.034029
1716205393.599696,1364.402230,524.080353,0.005295,0.030492,-0.003161,0.006608,1364.401840,524.082793,0.004958,0.030397,-0.003015,0.001797,0.150000,0.150000,0,0.032157
1716205393.799702,1364.419619,524.082193,0.005327,0.030506,-0.003172,0.006488,1364.405514,524.081785,0.004996,0.030412,-0.003028,0.001781,0.150000,0.150000,0,0.033535
1716205393.999715,1364.415909,524.083648,0.005313,0.030491,-0.003174,0.006522,1364.407980,524.081046,0.004979,0.030397,-0.003029,0.001771,0.150000,0.150000,0,0.032900
1716205394.199712,1364.371535,524.083355,0.005298,0.030487,-0.003167,0.006388,1364.408072,524.080477,0.004974,0.030395,-0.003026,0.001762,0.150000,0.150000,0,0.032467
1716205394.299718,1364.391366,524.078330,0.005283,0.030477,-0.003165,0.006410,1364.406429,524.079192,0.004958,0.030385,-0.003024,0.001772,0.150000,0.150000,0,0.031668
1716205394.499734,1364.384710,524.081848,0.005311,0.030502,-0.003165,0.006534,1364.406670,524.078651,0.004975,0.030406,-0.003019,0.001748,0.150000,0.150000,0,0.034041
1716205394.699747,1364.396329,524.079891,0.005312,0.030501,-0.003166,0.006626,1364.406227,524.078048,0.004971,0.030405,-0.003017,0.001758,0.150000,0.150000,0,0.037776
1716205394.899750,1364.370686,524.083205,0.005278,0.030493,-0.003149,0.006532,1364.406364,524.077884,0.004944,0.030398,-0.003004,0.001771,0.150000,0.150000,0,0.034122
1716205395.099732,1364.382377,524.082531,0.005333,0.030521,-0.003164,0.006419,1364.403669,524.077549,0.005007,0.030429,-0.003022,0.001765,0.150000,0.150000,0,0.035355
1716205395.299746,1364.364968,524.081346,0.005285,0.030522,-0.003132,0.006535,1364.403815,524.077090,0.004949,0.030427,-0.002986,0.001764,0.150000,0.150000,0,0.032186
1716205395.499724,1364.379893,524.083400,0.005313,0.030540,-0.003136,0.006408,1364.401222,524.077056,0.004987,0.030448,-0.002995,0.001770,0.150000,0.150000,0,0.034012
1716205395.699728,1364.397623,524.083058,0.005305,0.030523,-0.003144,0.006447,1364.401759,524.077029,0.004977,0.030430,-0.003002,0.001788,0.150000,0.150000,0,0.033859
1716205395.899703,1364.385871,524.083928,0.005325,0.030531,-0.003151,0.006396,1364.400339,524.077022,0.004999,0.030439,-0.003009,0.001755,0.150000,0.150000,0,0.041328
1716205396.099692,1364.365438,524.084924,0.005346,0.030521,-0.003173,0.006359,1364.400400,524.077208,0.005024,0.030429,-0.003033,0.001762,0.150000,0.150000,0,0.032596
1716205396.299722,1364.361553,524.082692,0.005361,0.030509,-0.003191,0.006521,1364.400503,524.076973,0.005027,0.030415,-0.003046,0.001756,0.150000,0.150000,0,0.031238
1716205396.399720,1364.362042,524.082804,0.005347,0.030504,-0.003186,0.006500,1364.400563,524.076851,0.005014,0.030410,-0.003041,0.001754,0.150000,0.150000,0,0.032288
1716205396.599730,1364.376878,524.082075,0.005328,0.030496,-0.003179,0.006390,1364.400697,524.076844,0.005002,0.030404,-0.003038,0.001750,0.150000,0.150000,0,0.045873
1716205396.799748,1364.373478,524.073028,0.005356,0.030489,-0.003203,0.006430,1364.400884,524.076973,0.005025,0.030395,-0.003060,0.001713,0.028430,0.028430,0,0.032751
1716205396.999743,1364.355260,524.083722,0.005366,0.030522,-0.003184,0.006369,1364.400991,524.077207,0.005039,0.030430,-0.003043,0.001721,0.150000,0.150000,0,0.033286
1716205397.199730,1364.387341,524.080309,0.005360,0.030502,-0.003196,0.006450,1364.399810,524.076669,0.005028,0.030408,-0.003052,0.001725,0.150000,0.150000,0,0.037455
1716205397.399728,1364.362168,524.080959,0.005394,0.030528,-0.003198,0.006432,1364.399914,524.076322,0.005064,0.030435,-0.003055,0.001733,0.150000,0.150000,0,0.035081
1716205397.599739,1364.395566,524.079664,0.005374,0.030534,-0.003181,0.006495,1364.400215,524.075872,0.005040,0.030439,-0.003036,0.001744,0.150000,0.150000,0,0.032402
1716205397.799746,1364.436642,524.080225,0.005373,0.030532,-0.003182,0.006413,1364.406637,524.075628,0.005046,0.030440,-0.003040,0.001760,0.150000,0.150000,0,0.036730
1716205397.999742,1364.380685,524.081759,0.005402,0.030553,-0.003185,0.006371,1364.406897,524.075660,0.005077,0.030461,-0.003044,0.001747,0.150000,0.150000,0,0.030010
1716205398.199745,1364.394837,524.082087,0.005418,0.030557,-0.003192,0.006488,1364.405987,524.075589,0.005084,0.030463,-0.003047,0.001738,0.150000,0.150000,0,0.034012
1716205398.399754,1364.385120,524.081197,0.005384,0.030562,-0.003166,0.006370,1364.404556,524.075527,0.005059,0.030470,-0.003025,0.001746,0.150000,0.150000,0,0.032334
1716205398.499750,1364.383471,524.081787,0.005389,0.030556,-0.003174,0.006387,1364.402286,524.075380,0.005062,0.030463,-0.003032,0.001733,0.150000,0.150000,0,0.035174
1716205398.699733,1364.395079,524.079916,0.005353,0.030576,-0.003135,0.006482,1364.402185,524.074950,0.005019,0.030482,-0.002990,0.001734,0.150000,0.150000,0,0.029775
1716205398.899715,1364.394315,524.083769,0.005395,0.030584,-0.003156,0.006349,1364.402024,524.075159,0.005071,0.030492,-0.003016,0.001743,0.150000,0.150000,0,0.038228
1716205399.099684,1364.362264,524.083892,0.005357,0.030566,-0.003145,0.006489,1364.402163,524.075321,0.005022,0.030472,-0.003000,0.001729,0.150000,0.150000,0,0.040191
1716205399.299683,1364.385448,524.084812,0.005390,0.030574,-0.003161,0.006330,1364.400503,524.078004,0.005067,0.030483,-0.003021,0.001734,0.150000,0.150000,0,0.031515
1716205399.499703,1364.362454,524.083229,0.005402,0.030575,-0.003168,0.006486,1364.400542,524.077640,0.005067,0.030480,-0.003022,0.001731,0.150000,0.150000,0,0.042777
1716205399.699735,1364.366445,524.082130,0.005440,0.030597,-0.003175,0.006361,1364.400628,524.077243,0.005113,0.030505,-0.003033,0.001718,0.150000,0.150000,0,0.031907
1716205399.899737,1364.360624,524.083990,0.005435,0.030613,-0.003160,0.006496,1364.400793,524.077226,0.005099,0.030518,-0.003014,0.001721,0.150000,0.150000,0,0.029400
1716205400.099725,1364.369249,524.081719,0.005448,0.030615,-0.003167,0.006466,1364.401056,524.076957,0.005115,0.030521,-0.003022,0.001724,0.150000,0.150000,0,0.038005
1716205400.299735,1364.373675,524.082656,0.005452,0.030628,-0.003160,0.006420,1364.401122,524.076777,0.005122,0.030535,-0.003016,0.001730,0.150000,0.150000,0,0.033113
1716205400.499733,1364.425343,524.079598,0.005501,0.030637,-0.003185,0.006438,1364.405584,524.076155,0.005170,0.030543,-0.003041,0.001731,0.150000,0.150000,0,0.037780
1716205400.599730,1364.395718,524.083299,0.005494,0.030639,-0.003179,0.006428,1364.404957,524.076158,0.005163,0.030545,-0.003035,0.001726,0.150000,0.150000,0,0.037891
1716205400.799720,1364.398208,524.083309,0.005526,0.030638,-0.003200,0.006382,1364.404811,524.076216,0.005199,0.030546,-0.003058,0.001736,0.150000,0.150000,0,0.034227
1716205400.999712,1364.395847,524.082849,0.005500,0.030639,-0.003183,0.006325,1364.404475,524.076161,0.005177,0.030548,-0.003042,0.001732,0.150000,0.150000,0,0.036156
1716205401.199723,1364.375112,524.084403,0.005516,0.030654,-0.003182,0.006503,1364.404596,524.076295,0.005179,0.030559,-0.003036,0.001722,0.150000,0.150000,0,0.034859
1716205401.399740,1364.369818,524.082952,0.005526,0.030657,-0.003185,0.006446,1364.404665,524.076182,0.005192,0.030563,-0.003040,0.001702,0.150000,0.150000,0,0.035905
1716205401.599756,1364.420948,524.084791,0.005494,0.030652,-0.003169,0.006377,1364.407982,524.076366,0.005164,0.030559,-0.003025,0.001697,0.150000,0.150000,0,0.041159
1716205401.799720,1364.364964,524.082063,0.005543,0.030655,-0.003198,0.006382,1364.408080,524.076090,0.005213,0.030562,-0.003055,0.001695,0.150000,0.150000,0,0.051481
1716205401.999672,1364.376139,524.081103,0.005557,0.030643,-0.003217,0.006469,1364.408241,524.075658,0.005222,0.030549,-0.003071,0.001703,0.150000,0.150000,0,0.033900
1716205402.199652,1364.385349,524.079802,0.005586,0.030647,-0.003232,0.006445,1364.405842,524.075061,0.005253,0.030554,-0.003087,0.001714,0.150000,0.150000,0,0.032272
1716205402.399664,1364.395452,524.079439,0.005582,0.030654,-0.003224,0.006473,1364.405187,524.074586,0.005247,0.030560,-0.003079,0.001716,0.150000,0.150000,0,0.034257
1716205402.599679,1364.369173,524.084533,0.005565,0.030652,-0.003215,0.006279,1364.405221,524.075029,0.005245,0.030561,-0.003076,0.001733,0.150000,0.150000,0,0.031062
1716205402.699680,1364.398643,524.083765,0.005548,0.030646,-0.003209,0.006429,1364.405093,524.075252,0.005218,0.030553,-0.003065,0.001735,0.150000,0.150000,0,0.031964
1716205402.899677,1364.366462,524.082366,0.005569,0.030624,-0.003239,0.006511,1364.405171,524.075209,0.005233,0.030529,-0.003093,0.001734,0.150000,0.150000,0,0.033730
1716205403.099694,1364.389674,524.084636,0.005591,0.030611,-0.003263,0.006499,1364.403784,524.075612,0.005255,0.030516,-0.003117,0.001729,0.150000,0.150000,0,0.038038
1716205403.299709,1364.406125,524.083931,0.005606,0.030616,-0.003269,0.006355,1364.404972,524.075889,0.005283,0.030525,-0.003128,0.001751,0.150000,0.150000,0,0.031338
1716205403.499712,1364.364442,524.083603,0.005649,0.030628,-0.003288,0.006327,1364.404987,524.075990,0.005328,0.030538,-0.003148,0.001756,0.150000,0.150000,0,0.032625
1716205403.699721,1364.394188,524.078373,0.005629,0.030614,-0.003285,0.006341,1364.404148,524.075323,0.005308,0.030524,-0.003145,0.001780,0.150000,0.150000,0,0.034013
1716205403.899740,1364.390453,524.081947,0.005659,0.030621,-0.003300,0.006382,1364.402856,524.075223,0.005336,0.030530,-0.003159,0.001791,0.150000,0.150000,0,0.032576
1716205404.099753,1364.364877,524.083339,0.005594,0.030615,-0.003261,0.006476,1364.402834,524.075349,0.005265,0.030523,-0.003118,0.001791,0.150000,0.150000,0,0.033009
1716205404.299751,1364.398591,524.081706,0.005609,0.030616,-0.003271,0.006450,1364.402988,524.075217,0.005282,0.030524,-0.003129,0.001791,0.150000,0.150000,0,0.035146
1716205404.499740,1364.394233,524.080166,0.005557,0.030593,-0.003255,0.006472,1364.402454,524.074909,0.005229,0.030501,-0.003112,0.001797,0.150000,0.150000,0,0.032977
1716205404.699727,1364.393002,524.081107,0.005542,0.030587,-0.003250,0.006330,1364.401808,524.074832,0.005224,0.030497,-0.003111,0.001797,0.150000,0.150000,0,0.034012
1716205404.799722,1364.443718,524.079885,0.005568,0.030574,-0.003276,0.006674,1364.408941,524.074488,0.005226,0.030478,-0.003127,0.001793,0.150000,0.150000,0,0.033134
1716205404.999720,1364.374165,524.080811,0.005543,0.030584,-0.003253,0.006335,1364.408936,524.074391,0.005223,0.030493,-0.003114,0.001774,0.150000,0.150000,0,0.036911
1716205405.199725,1364.467540,524.078294,0.005541,0.030586,-0.003249,0.006614,1364.418547,524.073879,0.005201,0.030490,-0.003101,0.001766,0.150000,0.150000,0,0.036016
1716205405.399709,1364.396873,524.080174,0.005575,0.030581,-0.003276,0.006402,1364.416118,524.073822,0.005250,0.030490,-0.003134,0.001761,0.150000,0.150000,0,0.033533
1716205405.599718,1364.394919,524.080746,0.005575,0.030579,-0.003277,0.006403,1364.413759,524.073884,0.005249,0.030487,-0.003135,0.001755,0.150000,0.150000,0,0.032355
1716205405.799723,1364.376510,524.080034,0.005591,0.030586,-0.003282,0.006587,1364.413771,524.073829,0.005251,0.030491,-0.003134,0.001754,0.150000,0.150000,0,0.039800
1716205405.999737,1364.370977,524.083748,0.005538,0.030576,-0.003256,0.006405,1364.413714,524.074434,0.005212,0.030484,-0.003114,0.001760,0.150000,0.150000,0,0.037256
1716205406.199738,1364.469385,524.079482,0.005570,0.030580,-0.003273,0.006538,1364.422897,524.074132,0.005234,0.030485,-0.003127,0.001755,0.150000,0.150000,0,0.030517
1716205406.399720,1364.403421,524.083020,0.005550,0.030585,-0.003257,0.006309,1364.420781,524.074482,0.005230,0.030494,-0.003117,0.001754,0.150000,0.150000,0,0.031989
1716205406.599726,1364.378477,524.080114,0.005571,0.030582,-0.003272,0.006580,1364.420785,524.074341,0.005232,0.030486,-0.003125,0.001754,0.150000,0.150000,0,0.042215
1716205406.799726,1364.393132,524.082537,0.005591,0.030578,-0.003288,0.006499,1364.417432,524.074653,0.005258,0.030485,-0.003143,0.001756,0.150000,0.150000,0,0.041339
1716205406.899710,1364.406706,524.081011,0.005615,0.030590,-0.003295,0.006399,1364.416621,524.074620,0.005288,0.030498,-0.003152,0.001742,0.150000,0.150000,0,0.031733
1716205407.099684,1364.378957,524.084897,0.005606,0.030585,-0.003293,0.006425,1364.411722,524.075297,0.005277,0.030492,-0.003149,0.001734,0.150000,0.150000,0,0.031511
1716205407.299686,1364.359409,524.083251,0.005609,0.030586,-0.003294,0.006554,1364.411694,524.075455,0.005269,0.030491,-0.003146,0.001713,0.150000,0.150000,0,0.032094
1716205407.499691,1364.381529,524.081387,0.005642,0.030593,-0.003310,0.006430,1364.407958,524.075338,0.005310,0.030499,-0.003166,0.001704,0.150000,0.150000,0,0.034464
1716205407.699697,1364.468764,524.082153,0.005636,0.030600,-0.003301,0.006378,1364.417850,524.075339,0.005308,0.030507,-0.003158,0.001694,0.150000,0.150000,0,0.041731
1716205407.899699,1364.417161,524.084915,0.005607,0.030597,-0.003284,0.006395,1364.418525,524.081980,0.005277,0.030505,-0.003140,0.001697,0.150000,0.150000,0,0.043105
1716205408.099701,1364.396495,524.081023,0.005637,0.030618,-0.003287,0.006499,1364.416015,524.080727,0.005299,0.030523,-0.003140,0.001684,0.150000,0.150000,0,0.034517
1716205408.299693,1364.399329,524.082002,0.005646,0.030604,-0.003304,0.006396,1364.414294,524.079849,0.005315,0.030511,-0.003160,0.001688,0.150000,0.150000,0,0.033605
1716205408.499717,1364.461205,524.086734,0.005631,0.030604,-0.003295,0.006629,1364.422085,524.079779,0.005284,0.030506,-0.003144,0.001689,0.150000,0.150000,0,0.034091
1716205408.699740,1364.393252,524.085873,0.005596,0.030605,-0.003271,0.006595,1364.418489,524.079551,0.005251,0.030508,-0.003121,0.001687,0.150000,0.150000,0,0.034326
1716205408.899727,1364.380982,524.088362,0.005576,0.030597,-0.003264,0.006537,1364.413597,524.079762,0.005235,0.030501,-0.003116,0.001690,0.150000,0.150000,0,0.039878
1716205408.999724,1364.381970,524.087929,0.005557,0.030584,-0.003262,0.006596,1364.409665,524.079867,0.005212,0.030486,-0.003112,0.001681,0.150000,0.150000,0,0.034017
1716205409.199724,1364.366806,524.087171,0.005552,0.030588,-0.003255,0.006696,1364.409519,524.079890,0.005199,0.030488,-0.003102,0.001676,0.150000,0.150000,0,0.032030
1716205409.399717,1364.391034,524.087257,0.005523,0.030582,-0.003242,0.006639,1364.407595,524.079868,0.005175,0.030483,-0.003090,0.001674,0.150000,0.150000,0,0.036782
1716205409.599704,1364.363982,524.087305,0.005472,0.030559,-0.003225,0.006658,1364.407585,524.079833,0.005123,0.030461,-0.003074,0.001682,0.150000,0.150000,0,0.038018
1716205409.799715,1364.381627,524.088019,0.005489,0.030572,-0.003226,0.006665,1364.404550,524.079883,0.005138,0.030473,-0.003074,0.001674,0.150000,0.150000,0,0.034111
1716205409.999697,1364.387476,524.081179,0.005502,0.030569,-0.003237,0.006735,1364.402804,524.078871,0.005147,0.030469,-0.003083,0.001687,0.150000,0.150000,0,0.032135
1716205410.199702,1364.357668,524.081038,0.005421,0.030559,-0.003192,0.006625,1364.402760,524.077948,0.005072,0.030461,-0.003041,0.001670,0.150000,0.150000,0,0.033492
1716205410.399694,1364.378228,524.081813,0.005446,0.030576,-0.003195,0.006510,1364.399939,524.077414,0.005106,0.030480,-0.003048,0.001671,0.150000,0.150000,0,0.046442
1716205410.599728,1364.470107,524.077105,0.005469,0.030577,-0.003210,0.006482,1364.411337,524.077737,0.005132,0.030482,-0.003063,0.001690,0.150000,0.150000,0,0.036153
1716205410.799748,1364.383278,524.083387,0.005420,0.030554,-0.003196,0.006239,1364.408004,524.077551,0.005100,0.030463,-0.003057,0.001683,0.150000,0.150000,0,0.036918
1716205410.999766,1364.364988,524.084420,0.005442,0.030560,-0.003205,0.006521,1364.408059,524.077510,0.005103,0.030464,-0.003058,0.001689,0.150000,0.150000,0,0.036777
1716205411.099783,1364.390236,524.087691,0.005470,0.030548,-0.003233,0.006903,1364.406349,524.077840,0.005104,0.030444,-0.003074,0.001682,0.150000,0.150000,0,0.034089
1716205411.299775,1364.410251,524.086606,0.005390,0.030528,-0.003196,0.006461,1364.407829,524.078170,0.005056,0.030434,-0.003051,0.001705,0.150000,0.150000,0,0.033170
1716205411.499740,1364.383555,524.088032,0.005426,0.030539,-0.003211,0.006614,1364.405069,524.078554,0.005080,0.030441,-0.003061,0.001697,0.150000,0.150000,0,0.034139
1716205411.699698,1364.394535,524.089358,0.005389,0.030534,-0.003191,0.006508,1364.404353,524.079126,0.005051,0.030438,-0.003044,0.001697,0.150000,0.150000,0,0.031447
1716205411.899695,1364.413092,524.084608,0.005420,0.030535,-0.003211,0.006769,1364.406619,524.078859,0.005064,0.030434,-0.003056,0.001694,0.150000,0.150000,0,0.029071
1716205412.099716,1364.377533,524.083119,0.005431,0.030563,-0.003196,0.006851,1364.406762,524.078362,0.005067,0.030460,-0.003038,0.001675,0.150000,0.150000,0,0.029056
1716205412.299695,1364.389800,524.085233,0.005369,0.030551,-0.003164,0.006547,1364.405286,524.078426,0.005027,0.030454,-0.003016,0.001684,0.150000,0.150000,0,0.037004
1716205412.499684,1364.362304,524.086955,0.005412,0.030537,-0.003203,0.006677,1364.405433,524.078605,0.005061,0.030438,-0.003050,0.001678,0.150000,0.150000,0,0.033016
1716205412.699690,1364.369439,524.086016,0.005420,0.030542,-0.003205,0.006800,1364.405526,524.078566,0.005060,0.030440,-0.003048,0.001674,0.150000,0.150000,0,0.032714
1716205412.899722,1364.367671,524.084767,0.005420,0.030547,-0.003201,0.006481,1364.405616,524.078448,0.005083,0.030451,-0.003055,0.001686,0.150000,0.150000,0,0.033277
1716205413.099750,1364.357451,524.081830,0.005441,0.030546,-0.003216,0.006447,1364.405811,524.083422,0.005107,0.030451,-0.003070,0.001680,0.150000,0.150000,0,0.034336
1716205413.199750,1364.357627,524.083218,0.005421,0.030547,-0.003202,0.006380,1364.405929,524.086669,0.005092,0.030454,-0.003058,0.001687,0.150000,0.150000,0,0.035663
1716205413.399733,1364.359796,524.084649,0.005429,0.030531,-0.003219,0.006560,1364.406318,524.085245,0.005088,0.030435,-0.003071,0.001706,0.150000,0.150000,0,0.039118
1716205413.599721,1364.357203,524.084686,0.005443,0.030526,-0.003232,0.006951,1364.406507,524.083933,0.005076,0.030422,-0.003072,0.001711,0.150000,0.150000,0,0.030603
1716205413.799708,1364.371643,524.081336,0.005458,0.030537,-0.003233,0.007262,1364.406553,524.088181,0.005070,0.030427,-0.003064,0.001722,0.150000,0.150000,0,0.034175
1716205413.999710,1364.362725,524.084353,0.005402,0.030517,-0.003212,0.006743,1364.406593,524.086512,0.005051,0.030417,-0.003060,0.001743,0.150000,0.150000,0,0.030043
1716205414.199718,1364.374952,524.084117,0.005344,0.030492,-0.003193,0.006406,1364.406632,524.085106,0.005016,0.030400,-0.003051,0.001738,0.150000,0.150000,0,0.036185
1716205414.399712,1364.359144,524.082519,0.005346,0.030500,-0.003189,0.006412,1364.406636,524.083700,0.005019,0.030407,-0.003046,0.001744,0.150000,0.150000,0,0.031607
1716205414.599725,1364.384063,524.084803,0.005387,0.030511,-0.003207,0.006782,1364.404216,524.082746,0.005032,0.030410,-0.003053,0.001732,0.150000,0.150000,0,0.033457
1716205414.799717,1364.353011,524.081657,0.005409,0.030522,-0.003212,0.007071,1364.404252,524.081387,0.005034,0.030416,-0.003049,0.001730,0.150000,0.150000,0,0.027765
1716205414.999699,1364.417746,524.078875,0.005341,0.030505,-0.003182,0.006615,1364.407146,524.079951,0.004999,0.030408,-0.003033,0.001743,0.150000,0.150000,0,0.031696
1716205415.199721,1364.388168,524.087744,0.005338,0.030514,-0.003173,0.006739,1364.405297,524.080063,0.004988,0.030415,-0.003021,0.001756,0.150000,0.150000,0,0.035792
1716205415.299729,1364.364729,524.087805,0.005280,0.030509,-0.003139,0.006608,1364.405414,524.080162,0.004939,0.030412,-0.002991,0.001755,0.150000,0.150000,0,0.035952
1716205415.499755,1364.370780,524.085173,0.005357,0.030527,-0.003175,0.006747,1364.401363,524.079927,0.005007,0.030428,-0.003023,0.001754,0.150000,0.150000,0,0.031325
1716205415.699764,1364.347997,524.087343,0.005377,0.030502,-0.003207,0.006760,1364.401538,524.079962,0.005024,0.030402,-0.003054,0.001737,0.150000,0.150000,0,0.035414
1716205415.899729,1364.407994,524.086144,0.005326,0.030473,-0.003196,0.006895,1364.403458,524.079781,0.004965,0.030370,-0.003040,0.001750,0.150000,0.150000,0,0.030776
1716205416.099713,1364.389198,524.087155,0.005339,0.030477,-0.003202,0.006716,1364.402251,524.079825,0.004990,0.030378,-0.003050,0.001738,0.150000,0.150000,0,0.037718
1716205416.299741,1364.354820,524.087379,0.005333,0.030458,-0.003212,0.006585,1364.402343,524.080025,0.004994,0.030362,-0.003065,0.001746,0.150000,0.150000,0,0.033388
1716205416.499746,1364.390708,524.082108,0.005329,0.030450,-0.003215,0.006506,1364.401599,524.079475,0.004994,0.030356,-0.003070,0.001730,0.150000,0.150000,0,0.031388
1716205416.699734,1364.384462,524.081013,0.005329,0.030460,-0.003208,0.006465,1364.399931,524.078733,0.004996,0.030366,-0.003063,0.001716,0.150000,0.150000,0,0.032345
1716205416.899718,1364.363398,524.082882,0.005364,0.030482,-0.003214,0.006494,1364.399959,524.078298,0.005028,0.030387,-0.003068,0.001711,0.150000,0.150000,0,0.032299
1716205417.099706,1364.356871,524.080638,0.005366,0.030489,-0.003210,0.006530,1364.399959,524.077625,0.005029,0.030394,-0.003064,0.001726,0.150000,0.150000,0,0.031183
1716205417.299710,1364.365315,524.083674,0.005349,0.030480,-0.003205,0.006458,1364.399985,524.077522,0.005017,0.030386,-0.003061,0.001724,0.150000,0.150000,0,0.043430
1716205417.399711,1364.366971,524.082364,0.005353,0.030465,-0.003220,0.006466,1364.400050,524.077312,0.005021,0.030371,-0.003076,0.001732,0.150000,0.150000,0,0.032681
1716205417.599720,1364.376398,524.083092,0.005355,0.030463,-0.003222,0.006522,1364.400110,524.077144,0.005018,0.030368,-0.003076,0.001710,0.150000,0.150000,0,0.033452
1716205417.799732,1364.366617,524.084603,0.005396,0.030477,-0.003239,0.006394,1364.400147,524.077255,0.005067,0.030384,-0.003096,0.001705,0.150000,0.150000,0,0.038160
1716205417.999729,1364.368463,524.082961,0.005377,0.030479,-0.003225,0.006415,1364.400194,524.077163,0.005047,0.030385,-0.003082,0.001702,0.150000,0.150000,0,0.036636
1716205418.199717,1364.364237,524.081017,0.005403,0.030506,-0.003221,0.006488,1364.400285,524.076823,0.005067,0.030411,-0.003075,0.001694,0.150000,0.150000,0,0.042439
1716205418.399711,1364.363340,524.083094,0.005378,0.030489,-0.003218,0.006475,1364.400350,524.076913,0.005044,0.030394,-0.003073,0.001712,0.150000,0.150000,0,0.032247
1716205418.599686,1364.363091,524.084297,0.005356,0.030481,-0.003210,0.006388,1364.400390,524.077209,0.005027,0.030388,-0.003067,0.001701,0.150000,0.150000,0,0.037428
1716205418.799680,1364.359092,524.085151,0.005320,0.030493,-0.003177,0.006345,1364.400373,524.077398,0.004994,0.030400,-0.003035,0.001691,0.150000,0.150000,0,0.035034
1716205418.999666,1364.368150,524.080692,0.005357,0.030511,-0.003188,0.006460,1364.400361,524.076900,0.005023,0.030416,-0.003043,0.001704,0.150000,0.150000,0,0.040466
1716205419.199682,1364.357414,524.081643,0.005348,0.030514,-0.003179,0.006416,1364.400424,524.076646,0.005018,0.030420,-0.003036,0.001715,0.150000,0.150000,0,0.041065
1716205419.399720,1364.365270,524.084485,0.005408,0.030536,-0.003201,0.006352,1364.400507,524.079043,0.005083,0.030444,-0.003060,0.001718,0.150000,0.150000,0,0.031299
1716205419.499733,1364.365120,524.081544,0.005398,0.030528,-0.003201,0.006399,1364.400556,524.078436,0.005069,0.030435,-0.003058,0.001716,0.150000,0.150000,0,0.031785
1716205419.699744,1364.365710,524.084654,0.005427,0.030539,-0.003212,0.006396,1364.400711,524.078562,0.005098,0.030446,-0.003069,0.001710,0.150000,0.150000,0,0.033814
1716205419.899764,1364.357902,524.081395,0.005415,0.030545,-0.003199,0.006444,1364.400742,524.077938,0.005082,0.030451,-0.003054,0.001710,0.150000,0.150000,0,0.033682
1716205420.099755,1364.362004,524.083653,0.005432,0.030562,-0.003197,0.006455,1364.400787,524.077706,0.005098,0.030468,-0.003052,0.001697,0.150000,0.150000,0,0.033828
1716205420.299720,1364.417468,524.079436,0.005456,0.030569,-0.003207,0.006435,1364.404176,524.076892,0.005123,0.030475,-0.003062,0.001692,0.150000,0.150000,0,0.033367
1716205420.499688,1364.382489,524.083490,0.005421,0.030561,-0.003190,0.006435,1364.401808,524.076844,0.005087,0.030467,-0.003045,0.001687,0.150000,0.150000,0,0.030986
1716205420.699677,1364.357878,524.085444,0.005401,0.030551,-0.003185,0.006382,1364.401835,524.077170,0.005071,0.030458,-0.003042,0.001691,0.150000,0.150000,0,0.039080
1716205420.899678,1364.395083,524.085032,0.005377,0.030533,-0.003183,0.006276,1364.401643,524.077448,0.005055,0.030442,-0.003044,0.001693,0.150000,0.150000,0,0.036852
